cell_line_id,drug,target_gene,target_token,target_rank,n_cells,top5,top10,top50,top100
CVCL_0359,Cepharanthine,CYP3A4,10539,,17142,False,False,False,False
CVCL_1577,Cepharanthine,CYP3A4,10539,,11634,False,False,False,False
CVCL_0428,Cepharanthine,CYP3A4,10539,,45198,False,False,False,False
CVCL_1478,Cepharanthine,CYP3A4,10539,,12126,False,False,False,False
CVCL_1285,Cepharanthine,CYP3A4,10539,,8676,False,False,False,False
CVCL_1731,Cepharanthine,CYP3A4,10539,,1443,False,False,False,False
CVCL_1119,Radotinib,ABL1,2073,3557.0,83797,False,False,False,False
CVCL_0293,Radotinib,ABL1,2073,2967.0,71153,False,False,False,False
CVCL_1550,Radotinib,ABL1,2073,4638.0,113186,False,False,False,False
CVCL_1635,Radotinib,ABL1,2073,,56728,False,False,False,False
CVCL_1495,Radotinib,ABL1,2073,3375.0,82709,False,False,False,False
CVCL_1055,Radotinib,ABL1,2073,,55918,False,False,False,False
CVCL_0131,Radotinib,ABL1,2073,7940.0,29862,False,False,False,False
CVCL_0371,Radotinib,ABL1,2073,3189.0,82685,False,False,False,False
CVCL_1715,Radotinib,ABL1,2073,,12396,False,False,False,False
CVCL_0366,Radotinib,ABL1,2073,5746.0,50403,False,False,False,False
CVCL_0359,Radotinib,ABL1,2073,,4351,False,False,False,False
CVCL_0480,Radotinib,ABL1,2073,4597.0,186525,False,False,False,False
CVCL_1547,Radotinib,ABL1,2073,3879.0,90863,False,False,False,False
CVCL_1717,Radotinib,ABL1,2073,2028.0,75327,False,False,False,False
CVCL_0292,Radotinib,ABL1,2073,,12605,False,False,False,False
CVCL_0428,Radotinib,ABL1,2073,,15411,False,False,False,False
CVCL_0459,Radotinib,ABL1,2073,,6089,False,False,False,False
CVCL_1577,Radotinib,ABL1,2073,,1761,False,False,False,False
CVCL_0069,Radotinib,ABL1,2073,,20811,False,False,False,False
CVCL_1724,Radotinib,ABL1,2073,,1378,False,False,False,False
CVCL_1285,Radotinib,ABL1,2073,,6289,False,False,False,False
CVCL_0397,Radotinib,ABL1,2073,,22193,False,False,False,False
CVCL_0293,Docetaxel,TUBB1,2455,,64152,False,False,False,False
CVCL_1547,Docetaxel,TUBB1,2455,,89424,False,False,False,False
CVCL_1577,Docetaxel,TUBB1,2455,,19272,False,False,False,False
CVCL_1717,Docetaxel,TUBB1,2455,2336.0,114426,False,False,False,False
CVCL_1550,Docetaxel,TUBB1,2455,,58086,False,False,False,False
CVCL_1119,Docetaxel,TUBB1,2455,,31944,False,False,False,False
CVCL_1577,Tucidinostat,HDAC1,4573,,40050,False,False,False,False
CVCL_1715,Tucidinostat,HDAC1,4573,,58536,False,False,False,False
CVCL_1577,Triamcinolone,NR3C1,4201,,7670,False,False,False,False
CVCL_1724,Triamcinolone,NR3C1,4201,,3210,False,False,False,False
CVCL_1478,Triamcinolone,NR3C1,4201,,1144,False,False,False,False
CVCL_0359,Triamcinolone,NR3C1,4201,,2391,False,False,False,False
CVCL_1715,Triamcinolone,NR3C1,4201,,2276,False,False,False,False
CVCL_0359,Olanzapine,HTR2A,2679,,21086,False,False,False,False
CVCL_1715,Olanzapine,HTR2A,2679,,97032,False,False,False,False
CVCL_1724,Olanzapine,HTR2A,2679,,48893,False,False,False,False
CVCL_1577,Olanzapine,HTR2A,2679,,121979,False,False,False,False
CVCL_1577,Rimonabant,CNR1,4808,,14037,False,False,False,False
CVCL_1478,Rimonabant,CNR1,4808,,3106,False,False,False,False
CVCL_1724,Rimonabant,CNR1,4808,,2377,False,False,False,False
CVCL_0152,Rimonabant,CNR1,4808,,492,False,False,False,False
CVCL_1577,Pentagastrin,CCKBR,3753,,12661,False,False,False,False
CVCL_0366,Pentagastrin,CCKBR,3753,,22861,False,False,False,False
CVCL_1531,Lumateperone (tosylate),HTR2A,2679,,7490,False,False,False,False
CVCL_0332,Lumateperone (tosylate),HTR2A,2679,,1282,False,False,False,False
CVCL_0399,Lumateperone (tosylate),HTR2A,2679,,9726,False,False,False,False
CVCL_1715,Lumateperone (tosylate),HTR2A,2679,,11318,False,False,False,False
CVCL_1724,Relugolix,GNRHR,3644,1591.0,5827,False,False,False,False
CVCL_0099,Relugolix,GNRHR,3644,,509,False,False,False,False
CVCL_1478,Relugolix,GNRHR,3644,,573,False,False,False,False
CVCL_1577,Relugolix,GNRHR,3644,,13987,False,False,False,False
CVCL_1285,Relugolix,GNRHR,3644,1075.0,2532,False,False,False,False
CVCL_1531,Relugolix,GNRHR,3644,827.0,1160,False,False,False,False
CVCL_1577,Medroxyprogesterone acetate,PGR,1561,,4509,False,False,False,False
CVCL_0179,Medroxyprogesterone acetate,PGR,1561,,1225,False,False,False,False
CVCL_1285,Neratinib (maleate),EGFR,8862,,8206,False,False,False,False
CVCL_1239,Neratinib (maleate),EGFR,8862,,2244,False,False,False,False
CVCL_1731,Neratinib (maleate),EGFR,8862,,2428,False,False,False,False
CVCL_1715,Neratinib (maleate),EGFR,8862,,3174,False,False,False,False
CVCL_0459,Sinomenine,OPRM1,3993,,2903,False,False,False,False
CVCL_0359,Sinomenine,OPRM1,3993,,1549,False,False,False,False
CVCL_1239,Sinomenine,OPRM1,3993,,735,False,False,False,False
CVCL_0359,Goserelin (acetate),GNRHR,3644,1301.0,3187,False,False,False,False
CVCL_1478,Goserelin (acetate),GNRHR,3644,,2029,False,False,False,False
CVCL_0152,Goserelin (acetate),GNRHR,3644,,1518,False,False,False,False
CVCL_0459,Goserelin (acetate),GNRHR,3644,,5771,False,False,False,False
CVCL_1715,Balsalazide (sodium hydrate),IL6,7244,,8572,False,False,False,False
CVCL_1478,Selinexor,XPO1,1582,,1955,False,False,False,False
CVCL_1478,Amsacrine,TOP2A,6488,,657,False,False,False,False
CVCL_1531,Amsacrine,TOP2A,6488,,2461,False,False,False,False
CVCL_0459,Amsacrine,TOP2A,6488,,2387,False,False,False,False
CVCL_1715,Clonidine (hydrochloride),ADRA2A,9306,,32805,False,False,False,False
CVCL_1531,Clonidine (hydrochloride),ADRA2A,9306,,1899,False,False,False,False
CVCL_0320,Clonidine (hydrochloride),ADRA2A,9306,,2427,False,False,False,False
CVCL_1577,Adagrasib,KRAS,6780,,6795,False,False,False,False
CVCL_1478,Adagrasib,KRAS,6780,,5141,False,False,False,False
CVCL_0399,Adagrasib,KRAS,6780,,3057,False,False,False,False
CVCL_0320,Berbamine,CACNA1C,9354,,527,False,False,False,False
CVCL_1239,Berbamine,CACNA1C,9354,,683,False,False,False,False
CVCL_0428,Retinoic acid,RARB,1369,,20520,False,False,False,False
CVCL_1285,Pasireotide (acetate),SSTR1,7884,,18884,False,False,False,False
CVCL_0546,Pasireotide (acetate),SSTR1,7884,579.0,2948,False,False,False,False
CVCL_1724,Palmatine (chloride),IDO1,6418,,7877,False,False,False,False
CVCL_0152,Palmatine (chloride),IDO1,6418,,548,False,False,False,False
CVCL_0399,Raltitrexed,TYMS,14155,,1376,False,False,False,False
CVCL_1577,Raltitrexed,TYMS,14155,,6158,False,False,False,False
CVCL_1478,Raltitrexed,TYMS,14155,,705,False,False,False,False
CVCL_0099,Raltitrexed,TYMS,14155,,537,False,False,False,False
CVCL_0152,Furosemide,SLC12A1,1279,,1120,False,False,False,False
CVCL_1285,Furosemide,SLC12A1,1279,,7432,False,False,False,False
CVCL_1731,Furosemide,SLC12A1,1279,,2226,False,False,False,False
CVCL_0397,Clotrimazole,CYP2A6,43035,,29608,False,False,False,False
CVCL_1715,Clotrimazole,CYP2A6,43035,,12804,False,False,False,False
CVCL_1724,Clotrimazole,CYP2A6,43035,,4990,False,False,False,False
CVCL_0399,Clotrimazole,CYP2A6,43035,,5214,False,False,False,False
CVCL_0152,Clotrimazole,CYP2A6,43035,,1118,False,False,False,False
CVCL_0359,Sodium Salicylate,PTGS2,1242,,1964,False,False,False,False
CVCL_1577,Sodium Salicylate,PTGS2,1242,,6560,False,False,False,False
CVCL_0428,Sodium Salicylate,PTGS2,1242,,10613,False,False,False,False
CVCL_0320,Sodium Salicylate,PTGS2,1242,,642,False,False,False,False
CVCL_1715,Sodium Salicylate,PTGS2,1242,,5528,False,False,False,False
CVCL_0023,(R)-Verapamil (hydrochloride),ABCB1,1665,,517,False,False,False,False
CVCL_0399,(R)-Verapamil (hydrochloride),ABCB1,1665,,1115,False,False,False,False
CVCL_0099,Temsirolimus,MTOR,17846,,2753,False,False,False,False
CVCL_0152,Temsirolimus,MTOR,17846,,1056,False,False,False,False
CVCL_1478,Temsirolimus,MTOR,17846,,1150,False,False,False,False
CVCL_0099,Tofacitinib,JAK1,10726,,3030,False,False,False,False
CVCL_1577,Tofacitinib,JAK1,10726,,9249,False,False,False,False
CVCL_1715,Trimetrexate,DHFR,28211,,4250,False,False,False,False
CVCL_0320,Trimetrexate,DHFR,28211,,560,False,False,False,False
CVCL_1478,Trimetrexate,DHFR,28211,,1080,False,False,False,False
CVCL_1285,Gemfibrozil,PPARA,16342,,12765,False,False,False,False
CVCL_0359,Gemfibrozil,PPARA,16342,,14120,False,False,False,False
CVCL_1577,Tolcapone,COMT,1996,,1124,False,False,False,False
CVCL_0546,Tolcapone,COMT,1996,,586,False,False,False,False
CVCL_1056,Tolcapone,COMT,1996,,744,False,False,False,False
CVCL_0399,Tolcapone,COMT,1996,,633,False,False,False,False
CVCL_1239,Terfenadine,HRH1,17153,,670,False,False,False,False
CVCL_1731,Terfenadine,HRH1,17153,,2425,False,False,False,False
CVCL_1285,Aliskiren,REN,8469,,5259,False,False,False,False
CVCL_1531,Aliskiren,REN,8469,,2298,False,False,False,False
CVCL_0399,Aliskiren,REN,8469,,2934,False,False,False,False
CVCL_0399,Fluvoxamine (maleate),SLC6A4,3554,,584,False,False,False,False
CVCL_1478,Fluvoxamine (maleate),SLC6A4,3554,,1093,False,False,False,False
CVCL_1531,Idarubicin (hydrochloride),TOP2A,6488,,896,False,False,False,False
CVCL_1724,Idarubicin (hydrochloride),TOP2A,6488,,1577,False,False,False,False
CVCL_1531,Elagolix sodium,GNRHR,3644,,661,False,False,False,False
CVCL_1731,Resveratrol,SIRT1,2068,,572,False,False,False,False
CVCL_0399,Resveratrol,SIRT1,2068,,1159,False,False,False,False
CVCL_0459,Resveratrol,SIRT1,2068,,3106,False,False,False,False
CVCL_1731,Rapamycin,MTOR,17846,,1720,False,False,False,False
CVCL_1577,Tofacitinib (citrate),JAK1,10726,,3015,False,False,False,False
CVCL_1478,Tofacitinib (citrate),JAK1,10726,,1755,False,False,False,False
CVCL_0399,Tofacitinib (citrate),JAK1,10726,,5094,False,False,False,False
CVCL_1724,Tofacitinib (citrate),JAK1,10726,,6078,False,False,False,False
CVCL_0023,Tofacitinib (citrate),JAK1,10726,,1620,False,False,False,False
CVCL_0399,Thymol,TRPA1,2901,126.0,1778,False,False,False,False
CVCL_1715,Thymol,TRPA1,2901,205.0,2239,False,False,False,False
CVCL_1478,Almonertinib (hydrochloride),EGFR,8862,,562,False,False,False,False
CVCL_1531,Almonertinib (hydrochloride),EGFR,8862,,1431,False,False,False,False
CVCL_1724,Almonertinib (hydrochloride),EGFR,8862,,2423,False,False,False,False
CVCL_0099,Vilanterol,ADRB2,12551,,1038,False,False,False,False
CVCL_0152,Vilanterol,ADRB2,12551,,1021,False,False,False,False
CVCL_0359,Lenalidomide (hemihydrate),CRBN,4237,,6207,False,False,False,False
CVCL_1531,Lenalidomide (hemihydrate),CRBN,4237,,4758,False,False,False,False
CVCL_1285,Pentamidine (isethionate),PRLR,4189,,2177,False,False,False,False
CVCL_1478,Pentamidine (isethionate),PRLR,4189,,687,False,False,False,False
CVCL_0397,Adenosine,ADORA1,11012,2850.0,45472,False,False,False,False
CVCL_1478,Adenosine,ADORA1,11012,,13316,False,False,False,False
CVCL_1715,Sulfisoxazole,EDNRA,9424,,12354,False,False,False,False
CVCL_0399,Sulfisoxazole,EDNRA,9424,,5264,False,False,False,False
CVCL_0459,Sulfisoxazole,EDNRA,9424,,4688,False,False,False,False
CVCL_0023,Sulfisoxazole,EDNRA,9424,,1122,False,False,False,False
CVCL_1724,Sulfisoxazole,EDNRA,9424,,4868,False,False,False,False
CVCL_1731,Sulfisoxazole,EDNRA,9424,,2376,False,False,False,False
CVCL_0359,Sulfisoxazole,EDNRA,9424,,4970,False,False,False,False
CVCL_0131,Norepinephrine (hydrochloride),ADRA1A,5113,,121485,False,False,False,False
CVCL_0359,Norepinephrine (hydrochloride),ADRA1A,5113,,10003,False,False,False,False
CVCL_1239,Norepinephrine (hydrochloride),ADRA1A,5113,,3794,False,False,False,False
CVCL_1478,Lidocaine (hydrochloride),MAP2K1,12490,,1881,False,False,False,False
CVCL_1285,Lidocaine (hydrochloride),MAP2K1,12490,,6129,False,False,False,False
CVCL_0069,Lidocaine (hydrochloride),MAP2K1,12490,,5664,False,False,False,False
CVCL_0152,Lidocaine (hydrochloride),MAP2K1,12490,,1899,False,False,False,False
CVCL_0459,Lidocaine (hydrochloride),MAP2K1,12490,,1413,False,False,False,False
CVCL_0359,Mitoxantrone (dihydrochloride),TOP2A,6488,,4101,False,False,False,False
CVCL_0459,Mitoxantrone (dihydrochloride),TOP2A,6488,,9516,False,False,False,False
CVCL_0428,Larotrectinib,NTRK1,17704,229.0,18981,False,False,False,False
CVCL_0399,Larotrectinib,NTRK1,17704,,2202,False,False,False,False
CVCL_1531,Radotinib,ABL1,2073,,2025,False,False,False,False
CVCL_1097,Radotinib,ABL1,2073,,623,False,False,False,False
CVCL_0099,Docetaxel,TUBB1,2455,390.0,3900,False,False,False,False
CVCL_0459,Tucidinostat,HDAC1,4573,,23190,False,False,False,False
CVCL_1285,Tucidinostat,HDAC1,4573,,20622,False,False,False,False
CVCL_0504,Tucidinostat,HDAC1,4573,,3366,False,False,False,False
CVCL_0459,Triamcinolone,NR3C1,4201,,4368,False,False,False,False
CVCL_1056,Olanzapine,HTR2A,2679,,7540,False,False,False,False
CVCL_1285,Olanzapine,HTR2A,2679,,53014,False,False,False,False
CVCL_0399,Rimonabant,CNR1,4808,,1509,False,False,False,False
CVCL_0099,Pentagastrin,CCKBR,3753,,632,False,False,False,False
CVCL_0459,Pentagastrin,CCKBR,3753,,1420,False,False,False,False
CVCL_1478,Lumateperone (tosylate),HTR2A,2679,,1380,False,False,False,False
CVCL_0099,Lumateperone (tosylate),HTR2A,2679,,2146,False,False,False,False
CVCL_1056,Medroxyprogesterone acetate,PGR,1561,,1256,False,False,False,False
CVCL_1478,Medroxyprogesterone acetate,PGR,1561,,2345,False,False,False,False
CVCL_1239,Medroxyprogesterone acetate,PGR,1561,,703,False,False,False,False
CVCL_0099,Neratinib (maleate),EGFR,8862,,2582,False,False,False,False
CVCL_1724,Neratinib (maleate),EGFR,8862,,8654,False,False,False,False
CVCL_1531,Neratinib (maleate),EGFR,8862,,1514,False,False,False,False
CVCL_1731,Goserelin (acetate),GNRHR,3644,,516,False,False,False,False
CVCL_0099,Balsalazide (sodium hydrate),IL6,7244,,1424,False,False,False,False
CVCL_1577,Balsalazide (sodium hydrate),IL6,7244,3830.0,10230,False,False,False,False
CVCL_1239,Selinexor,XPO1,1582,,1052,False,False,False,False
CVCL_1531,Selinexor,XPO1,1582,,667,False,False,False,False
CVCL_0152,Amsacrine,TOP2A,6488,,589,False,False,False,False
CVCL_0359,Amsacrine,TOP2A,6488,,891,False,False,False,False
CVCL_1478,Clonidine (hydrochloride),ADRA2A,9306,,3507,False,False,False,False
CVCL_1531,Adagrasib,KRAS,6780,,1521,False,False,False,False
CVCL_0152,Adagrasib,KRAS,6780,,2099,False,False,False,False
CVCL_0459,Berbamine,CACNA1C,9354,,7637,False,False,False,False
CVCL_0359,Retinoic acid,RARB,1369,,5776,False,False,False,False
CVCL_1531,Raltitrexed,TYMS,14155,,1096,False,False,False,False
CVCL_1724,Raltitrexed,TYMS,14155,,4429,False,False,False,False
CVCL_0359,Furosemide,SLC12A1,1279,,4010,False,False,False,False
CVCL_1239,Temsirolimus,MTOR,17846,,1150,False,False,False,False
CVCL_0459,Temsirolimus,MTOR,17846,,5389,False,False,False,False
CVCL_0359,Tofacitinib,JAK1,10726,,12030,False,False,False,False
CVCL_1478,Tofacitinib,JAK1,10726,,5301,False,False,False,False
CVCL_1056,Trimetrexate,DHFR,28211,,606,False,False,False,False
CVCL_0399,Gemfibrozil,PPARA,16342,,3785,False,False,False,False
CVCL_1724,Tolcapone,COMT,1996,,582,False,False,False,False
CVCL_0152,Tolcapone,COMT,1996,,1174,False,False,False,False
CVCL_0152,Terfenadine,HRH1,17153,,602,False,False,False,False
CVCL_0099,Aliskiren,REN,8469,,514,False,False,False,False
CVCL_0359,Aliskiren,REN,8469,,4433,False,False,False,False
CVCL_0152,Aliskiren,REN,8469,,1208,False,False,False,False
CVCL_1285,Fluvoxamine (maleate),SLC6A4,3554,,2317,False,False,False,False
CVCL_1577,Fluvoxamine (maleate),SLC6A4,3554,,4267,False,False,False,False
CVCL_0359,Elagolix sodium,GNRHR,3644,,3333,False,False,False,False
CVCL_1577,Elagolix sodium,GNRHR,3644,,7138,False,False,False,False
CVCL_0152,Resveratrol,SIRT1,2068,,1151,False,False,False,False
CVCL_0359,Resveratrol,SIRT1,2068,,3213,False,False,False,False
CVCL_0459,Almonertinib (hydrochloride),EGFR,8862,,1079,False,False,False,False
CVCL_1577,Vilanterol,ADRB2,12551,,1649,False,False,False,False
CVCL_1239,Vilanterol,ADRB2,12551,,529,False,False,False,False
CVCL_0399,Lenalidomide (hemihydrate),CRBN,4237,,1587,False,False,False,False
CVCL_0099,Lenalidomide (hemihydrate),CRBN,4237,,3657,False,False,False,False
CVCL_1724,Adenosine,ADORA1,11012,,5468,False,False,False,False
CVCL_1577,Norepinephrine (hydrochloride),ADRA1A,5113,,33845,False,False,False,False
CVCL_1715,Mitoxantrone (dihydrochloride),TOP2A,6488,,8154,False,False,False,False
CVCL_1577,Mitoxantrone (dihydrochloride),TOP2A,6488,,8859,False,False,False,False
CVCL_0359,Larotrectinib,NTRK1,17704,,4707,False,False,False,False
CVCL_1531,Larotrectinib,NTRK1,17704,,4119,False,False,False,False
CVCL_1731,Larotrectinib,NTRK1,17704,,1587,False,False,False,False
CVCL_0320,Cepharanthine,CYP3A4,10539,,3252,False,False,False,False
CVCL_1724,Cepharanthine,CYP3A4,10539,,10548,False,False,False,False
CVCL_1478,Radotinib,ABL1,2073,,508,False,False,False,False
CVCL_0099,Radotinib,ABL1,2073,,563,False,False,False,False
CVCL_0397,Docetaxel,TUBB1,2455,,16398,False,False,False,False
CVCL_0099,Tucidinostat,HDAC1,4573,,6126,False,False,False,False
CVCL_0152,Triamcinolone,NR3C1,4201,,545,False,False,False,False
CVCL_1531,Triamcinolone,NR3C1,4201,,601,False,False,False,False
CVCL_0332,Rimonabant,CNR1,4808,,708,False,False,False,False
CVCL_1715,Pentagastrin,CCKBR,3753,,3052,False,False,False,False
CVCL_1577,Lumateperone (tosylate),HTR2A,2679,,8988,False,False,False,False
CVCL_1731,Lumateperone (tosylate),HTR2A,2679,,1246,False,False,False,False
CVCL_1478,Neratinib (maleate),EGFR,8862,,2172,False,False,False,False
CVCL_1125,Sinomenine,OPRM1,3993,,565,False,False,False,False
CVCL_1478,Sinomenine,OPRM1,3993,503.0,507,False,False,False,False
CVCL_1056,Goserelin (acetate),GNRHR,3644,,522,False,False,False,False
CVCL_1239,Clonidine (hydrochloride),ADRA2A,9306,,1512,False,False,False,False
CVCL_1239,Adagrasib,KRAS,6780,,1030,False,False,False,False
CVCL_1478,Berbamine,CACNA1C,9354,,1631,False,False,False,False
CVCL_1715,Berbamine,CACNA1C,9354,,2985,False,False,False,False
CVCL_1577,Pasireotide (acetate),SSTR1,7884,,11592,False,False,False,False
CVCL_1531,Pasireotide (acetate),SSTR1,7884,,4320,False,False,False,False
CVCL_0359,Clotrimazole,CYP2A6,43035,,5000,False,False,False,False
CVCL_1285,Sodium Salicylate,PTGS2,1242,,2340,False,False,False,False
CVCL_0152,Sodium Salicylate,PTGS2,1242,,649,False,False,False,False
CVCL_1381,(R)-Verapamil (hydrochloride),ABCB1,1665,,613,False,False,False,False
CVCL_1577,Temsirolimus,MTOR,17846,,1815,False,False,False,False
CVCL_1731,Temsirolimus,MTOR,17846,,706,False,False,False,False
CVCL_1531,Temsirolimus,MTOR,17846,,1473,False,False,False,False
CVCL_1381,Tolcapone,COMT,1996,,586,False,False,False,False
CVCL_1097,Fluvoxamine (maleate),SLC6A4,3554,,541,False,False,False,False
CVCL_1731,Fluvoxamine (maleate),SLC6A4,3554,,683,False,False,False,False
CVCL_1731,Idarubicin (hydrochloride),TOP2A,6488,,569,False,False,False,False
CVCL_0099,Elagolix sodium,GNRHR,3644,,600,False,False,False,False
CVCL_1577,Resveratrol,SIRT1,2068,,591,False,False,False,False
CVCL_1097,Resveratrol,SIRT1,2068,,537,False,False,False,False
CVCL_0292,Thymol,TRPA1,2901,2754.0,4410,False,False,False,False
CVCL_0399,Almonertinib (hydrochloride),EGFR,8862,,708,False,False,False,False
CVCL_0152,Almonertinib (hydrochloride),EGFR,8862,,648,False,False,False,False
CVCL_1285,Almonertinib (hydrochloride),EGFR,8862,,1284,False,False,False,False
CVCL_0399,Vilanterol,ADRB2,12551,,1492,False,False,False,False
CVCL_1715,Vilanterol,ADRB2,12551,,2334,False,False,False,False
CVCL_1381,Lenalidomide (hemihydrate),CRBN,4237,,1836,False,False,False,False
CVCL_0099,Adenosine,ADORA1,11012,,2052,False,False,False,False
CVCL_1577,Adenosine,ADORA1,11012,,2144,False,False,False,False
CVCL_1531,Sulfisoxazole,EDNRA,9424,,2592,False,False,False,False
CVCL_1239,Sulfisoxazole,EDNRA,9424,,1098,False,False,False,False
CVCL_0320,Sulfisoxazole,EDNRA,9424,,1038,False,False,False,False
CVCL_0152,Sulfisoxazole,EDNRA,9424,,1066,False,False,False,False
CVCL_0179,Norepinephrine (hydrochloride),ADRA1A,5113,,5208,False,False,False,False
CVCL_1724,Mitoxantrone (dihydrochloride),TOP2A,6488,,3468,False,False,False,False
CVCL_0152,Mitoxantrone (dihydrochloride),TOP2A,6488,,1596,False,False,False,False
CVCL_1285,Mitoxantrone (dihydrochloride),TOP2A,6488,,1779,False,False,False,False
CVCL_0399,Cepharanthine,CYP3A4,10539,,9525,False,False,False,False
CVCL_1716,Radotinib,ABL1,2073,,656,False,False,False,False
CVCL_1098,Radotinib,ABL1,2073,,512,False,False,False,False
CVCL_0399,Docetaxel,TUBB1,2455,,3612,False,False,False,False
CVCL_1531,Tucidinostat,HDAC1,4573,,7014,False,False,False,False
CVCL_1125,Tucidinostat,HDAC1,4573,,3390,False,False,False,False
CVCL_0399,Olanzapine,HTR2A,2679,,23166,False,False,False,False
CVCL_1285,Pentagastrin,CCKBR,3753,,713,False,False,False,False
CVCL_1478,Pentagastrin,CCKBR,3753,,516,False,False,False,False
CVCL_0399,Relugolix,GNRHR,3644,,646,False,False,False,False
CVCL_1531,Goserelin (acetate),GNRHR,3644,,625,False,False,False,False
CVCL_1531,Balsalazide (sodium hydrate),IL6,7244,,1840,False,False,False,False
CVCL_0399,Amsacrine,TOP2A,6488,,2475,False,False,False,False
CVCL_0099,Amsacrine,TOP2A,6488,,553,False,False,False,False
CVCL_1285,Amsacrine,TOP2A,6488,,851,False,False,False,False
CVCL_1381,Adagrasib,KRAS,6780,,586,False,False,False,False
CVCL_1531,Berbamine,CACNA1C,9354,,728,False,False,False,False
CVCL_0152,Pasireotide (acetate),SSTR1,7884,,2340,False,False,False,False
CVCL_1478,Furosemide,SLC12A1,1279,,2526,False,False,False,False
CVCL_1577,Furosemide,SLC12A1,1279,,1068,False,False,False,False
CVCL_1531,(R)-Verapamil (hydrochloride),ABCB1,1665,,954,False,False,False,False
CVCL_1239,Trimetrexate,DHFR,28211,,684,False,False,False,False
CVCL_0504,Fluvoxamine (maleate),SLC6A4,3554,,594,False,False,False,False
CVCL_0399,Elagolix sodium,GNRHR,3644,,1257,False,False,False,False
CVCL_1715,Elagolix sodium,GNRHR,3644,,988,False,False,False,False
CVCL_1381,Elagolix sodium,GNRHR,3644,,561,False,False,False,False
CVCL_1478,Resveratrol,SIRT1,2068,,783,False,False,False,False
CVCL_1125,Resveratrol,SIRT1,2068,,587,False,False,False,False
CVCL_1715,Resveratrol,SIRT1,2068,,1458,False,False,False,False
CVCL_0099,Tofacitinib (citrate),JAK1,10726,,2205,False,False,False,False
CVCL_1478,Thymol,TRPA1,2901,438.0,696,False,False,False,False
CVCL_1531,Vilanterol,ADRB2,12551,,556,False,False,False,False
CVCL_0152,Lenalidomide (hemihydrate),CRBN,4237,,1686,False,False,False,False
CVCL_1715,Pentamidine (isethionate),PRLR,4189,,1610,False,False,False,False
CVCL_0399,Pentamidine (isethionate),PRLR,4189,,546,False,False,False,False
CVCL_1239,Pentamidine (isethionate),PRLR,4189,,642,False,False,False,False
CVCL_0359,Adenosine,ADORA1,11012,,7508,False,False,False,False
CVCL_0399,Norepinephrine (hydrochloride),ADRA1A,5113,,4788,False,False,False,False
CVCL_1531,Norepinephrine (hydrochloride),ADRA1A,5113,,5726,False,False,False,False
CVCL_0292,Lidocaine (hydrochloride),MAP2K1,12490,,4926,False,False,False,False
CVCL_0359,Lidocaine (hydrochloride),MAP2K1,12490,,1920,False,False,False,False
CVCL_0399,Mitoxantrone (dihydrochloride),TOP2A,6488,,2286,False,False,False,False
CVCL_1731,Mitoxantrone (dihydrochloride),TOP2A,6488,,1770,False,False,False,False
CVCL_0152,Cepharanthine,CYP3A4,10539,,1596,False,False,False,False
CVCL_0428,Docetaxel,TUBB1,2455,,4404,False,False,False,False
CVCL_1239,Rimonabant,CNR1,4808,,646,False,False,False,False
CVCL_1056,Rimonabant,CNR1,4808,,566,False,False,False,False
CVCL_1724,Pentagastrin,CCKBR,3753,,900,False,False,False,False
CVCL_0399,Pentagastrin,CCKBR,3753,,1235,False,False,False,False
CVCL_1097,Lumateperone (tosylate),HTR2A,2679,,1066,False,False,False,False
CVCL_1715,Medroxyprogesterone acetate,PGR,1561,,1053,False,False,False,False
CVCL_1381,Medroxyprogesterone acetate,PGR,1561,,633,False,False,False,False
CVCL_0152,Neratinib (maleate),EGFR,8862,,1278,False,False,False,False
CVCL_0023,Neratinib (maleate),EGFR,8862,,1106,False,False,False,False
CVCL_1577,Sinomenine,OPRM1,3993,,1808,False,False,False,False
CVCL_1531,Sinomenine,OPRM1,3993,,762,False,False,False,False
CVCL_1716,Clonidine (hydrochloride),ADRA2A,9306,,1680,False,False,False,False
CVCL_0152,Berbamine,CACNA1C,9354,,520,False,False,False,False
CVCL_0359,Raltitrexed,TYMS,14155,,919,False,False,False,False
CVCL_0152,Raltitrexed,TYMS,14155,,625,False,False,False,False
CVCL_0480,Raltitrexed,TYMS,14155,,202668,False,False,False,False
CVCL_1055,Raltitrexed,TYMS,14155,,99448,False,False,False,False
CVCL_1547,Raltitrexed,TYMS,14155,,71284,False,False,False,False
CVCL_1495,Raltitrexed,TYMS,14155,,75459,False,False,False,False
CVCL_1717,Raltitrexed,TYMS,14155,,91284,False,False,False,False
CVCL_1285,Raltitrexed,TYMS,14155,,3251,False,False,False,False
CVCL_1550,Raltitrexed,TYMS,14155,,149987,False,False,False,False
CVCL_0293,Raltitrexed,TYMS,14155,,54291,False,False,False,False
CVCL_0292,Raltitrexed,TYMS,14155,,20228,False,False,False,False
CVCL_0366,Raltitrexed,TYMS,14155,,41417,False,False,False,False
CVCL_1119,Raltitrexed,TYMS,14155,6446.0,82027,False,False,False,False
CVCL_0131,Raltitrexed,TYMS,14155,,30960,False,False,False,False
CVCL_0371,Raltitrexed,TYMS,14155,,116955,False,False,False,False
CVCL_0069,Raltitrexed,TYMS,14155,,8877,False,False,False,False
CVCL_1717,Furosemide,SLC12A1,1279,,176622,False,False,False,False
