drug,target_gene,label,cell_line_id
Gemfibrozil,CYP2C8,64,CVCL_0152
Gemfibrozil,CYP2C9,65,CVCL_0152
Gemfibrozil,PPARA,194,CVCL_0152
Gemfibrozil,CYP1A2,60,CVCL_0179
Gemfibrozil,CYP2C19,63,CVCL_0179
Gemfibrozil,CYP2C8,64,CVCL_0179
Gemfibrozil,CYP2C9,65,CVCL_0179
Gemfibrozil,PPARA,194,CVCL_0179
Gemfibrozil,CYP1A2,60,CVCL_0218
Gemfibrozil,CYP2C19,63,CVCL_0218
Gemfibrozil,CYP2C8,64,CVCL_0218
Gemfibrozil,CYP2C9,65,CVCL_0218
Gemfibrozil,PPARA,194,CVCL_0218
Gemfibrozil,CYP1A2,60,CVCL_0292
Gemfibrozil,CYP2C19,63,CVCL_0292
Gemfibrozil,CYP2C8,64,CVCL_0292
Gemfibrozil,CYP2C9,65,CVCL_0292
Gemfibrozil,PPARA,194,CVCL_0292
Gemfibrozil,CYP1A2,60,CVCL_0293
Gemfibrozil,CYP2C19,63,CVCL_0293
Gemfibrozil,CYP2C8,64,CVCL_0293
Gemfibrozil,CYP2C9,65,CVCL_0293
Gemfibrozil,PPARA,194,CVCL_0293
Gemfibrozil,CYP1A2,60,CVCL_0320
Gemfibrozil,CYP2C19,63,CVCL_0320
Gemfibrozil,CYP2C8,64,CVCL_0320
Gemfibrozil,CYP2C9,65,CVCL_0320
Gemfibrozil,PPARA,194,CVCL_0320
Gemfibrozil,CYP1A2,60,CVCL_0332
Gemfibrozil,CYP2C19,63,CVCL_0332
Gemfibrozil,CYP2C8,64,CVCL_0332
Gemfibrozil,CYP2C9,65,CVCL_0332
Gemfibrozil,PPARA,194,CVCL_0332
Gemfibrozil,CYP1A2,60,CVCL_0334
Gemfibrozil,CYP2C19,63,CVCL_0334
Gemfibrozil,CYP2C8,64,CVCL_0334
Gemfibrozil,CYP2C9,65,CVCL_0334
Gemfibrozil,PPARA,194,CVCL_0334
Gemfibrozil,CYP1A2,60,CVCL_0359
Gemfibrozil,CYP2C19,63,CVCL_0359
Gemfibrozil,CYP2C8,64,CVCL_0359
Gemfibrozil,CYP2C9,65,CVCL_0359
Gemfibrozil,PPARA,194,CVCL_0359
Gemfibrozil,CYP1A2,60,CVCL_0366
Gemfibrozil,CYP2C19,63,CVCL_0366
Gemfibrozil,CYP2C8,64,CVCL_0366
Gemfibrozil,CYP2C9,65,CVCL_0366
Gemfibrozil,PPARA,194,CVCL_0366
Gemfibrozil,CYP1A2,60,CVCL_0371
Gemfibrozil,CYP2C19,63,CVCL_0371
Gemfibrozil,CYP2C8,64,CVCL_0371
Gemfibrozil,CYP2C9,65,CVCL_0371
Gemfibrozil,PPARA,194,CVCL_0371
Gemfibrozil,CYP1A2,60,CVCL_0397
Gemfibrozil,CYP2C19,63,CVCL_0397
Gemfibrozil,CYP2C8,64,CVCL_0397
Gemfibrozil,CYP2C9,65,CVCL_0397
Gemfibrozil,PPARA,194,CVCL_0397
Gemfibrozil,CYP1A2,60,CVCL_0399
Gemfibrozil,CYP2C19,63,CVCL_0399
Gemfibrozil,CYP2C8,64,CVCL_0399
Gemfibrozil,CYP2C9,65,CVCL_0399
Gemfibrozil,PPARA,194,CVCL_0399
Gemfibrozil,CYP1A2,60,CVCL_0428
Gemfibrozil,CYP2C19,63,CVCL_0428
Gemfibrozil,CYP2C8,64,CVCL_0428
Gemfibrozil,CYP2C9,65,CVCL_0428
Gemfibrozil,PPARA,194,CVCL_0428
Gemfibrozil,CYP1A2,60,CVCL_0459
Gemfibrozil,CYP2C19,63,CVCL_0459
Gemfibrozil,CYP2C8,64,CVCL_0459
Gemfibrozil,CYP2C9,65,CVCL_0459
Gemfibrozil,PPARA,194,CVCL_0459
Gemfibrozil,CYP1A2,60,CVCL_0480
Gemfibrozil,CYP2C19,63,CVCL_0480
Gemfibrozil,CYP2C8,64,CVCL_0480
Gemfibrozil,CYP2C9,65,CVCL_0480
Gemfibrozil,PPARA,194,CVCL_0480
Gemfibrozil,CYP1A2,60,CVCL_0504
Gemfibrozil,CYP2C19,63,CVCL_0504
Gemfibrozil,CYP2C8,64,CVCL_0504
Gemfibrozil,CYP2C9,65,CVCL_0504
Gemfibrozil,PPARA,194,CVCL_0504
Gemfibrozil,CYP1A2,60,CVCL_0546
Gemfibrozil,CYP2C19,63,CVCL_0546
Gemfibrozil,CYP2C8,64,CVCL_0546
Gemfibrozil,CYP2C9,65,CVCL_0546
Gemfibrozil,PPARA,194,CVCL_0546
Gemfibrozil,CYP1A2,60,CVCL_1055
Gemfibrozil,CYP2C19,63,CVCL_1055
Gemfibrozil,CYP2C8,64,CVCL_1055
Gemfibrozil,CYP2C9,65,CVCL_1055
Gemfibrozil,PPARA,194,CVCL_1055
Gemfibrozil,CYP1A2,60,CVCL_1056
Gemfibrozil,CYP2C19,63,CVCL_1056
Gemfibrozil,CYP2C8,64,CVCL_1056
Gemfibrozil,CYP2C9,65,CVCL_1056
Gemfibrozil,PPARA,194,CVCL_1056
Gemfibrozil,CYP1A2,60,CVCL_1094
Gemfibrozil,CYP2C19,63,CVCL_1094
Gemfibrozil,CYP2C8,64,CVCL_1094
Gemfibrozil,CYP2C9,65,CVCL_1094
Gemfibrozil,PPARA,194,CVCL_1094
Gemfibrozil,CYP1A2,60,CVCL_1097
Gemfibrozil,CYP2C19,63,CVCL_1097
Gemfibrozil,CYP2C8,64,CVCL_1097
Gemfibrozil,CYP2C9,65,CVCL_1097
Gemfibrozil,PPARA,194,CVCL_1097
Gemfibrozil,CYP1A2,60,CVCL_1098
Gemfibrozil,CYP2C19,63,CVCL_1098
Gemfibrozil,CYP2C8,64,CVCL_1098
Gemfibrozil,CYP2C9,65,CVCL_1098
Gemfibrozil,PPARA,194,CVCL_1098
Gemfibrozil,CYP1A2,60,CVCL_1119
Gemfibrozil,CYP2C19,63,CVCL_1119
Gemfibrozil,CYP2C8,64,CVCL_1119
Gemfibrozil,CYP2C9,65,CVCL_1119
Gemfibrozil,PPARA,194,CVCL_1119
Gemfibrozil,CYP1A2,60,CVCL_1125
Gemfibrozil,CYP2C19,63,CVCL_1125
Gemfibrozil,CYP2C8,64,CVCL_1125
Gemfibrozil,CYP2C9,65,CVCL_1125
Gemfibrozil,PPARA,194,CVCL_1125
Gemfibrozil,CYP1A2,60,CVCL_1239
Gemfibrozil,CYP2C19,63,CVCL_1239
Gemfibrozil,CYP2C8,64,CVCL_1239
Gemfibrozil,CYP2C9,65,CVCL_1239
Gemfibrozil,PPARA,194,CVCL_1239
Gemfibrozil,CYP1A2,60,CVCL_1285
Gemfibrozil,CYP2C19,63,CVCL_1285
Gemfibrozil,CYP2C8,64,CVCL_1285
Gemfibrozil,CYP2C9,65,CVCL_1285
Gemfibrozil,PPARA,194,CVCL_1285
Gemfibrozil,CYP1A2,60,CVCL_1381
Gemfibrozil,CYP2C19,63,CVCL_1381
Gemfibrozil,CYP2C8,64,CVCL_1381
Gemfibrozil,CYP2C9,65,CVCL_1381
Gemfibrozil,PPARA,194,CVCL_1381
Gemfibrozil,CYP1A2,60,CVCL_1478
Gemfibrozil,CYP2C19,63,CVCL_1478
Gemfibrozil,CYP2C8,64,CVCL_1478
Gemfibrozil,CYP2C9,65,CVCL_1478
Gemfibrozil,PPARA,194,CVCL_1478
Gemfibrozil,CYP1A2,60,CVCL_1495
Gemfibrozil,CYP2C19,63,CVCL_1495
Gemfibrozil,CYP2C8,64,CVCL_1495
Gemfibrozil,CYP2C9,65,CVCL_1495
Gemfibrozil,PPARA,194,CVCL_1495
Gemfibrozil,CYP1A2,60,CVCL_1517
Gemfibrozil,CYP2C19,63,CVCL_1517
Gemfibrozil,CYP2C8,64,CVCL_1517
Gemfibrozil,CYP2C9,65,CVCL_1517
Gemfibrozil,PPARA,194,CVCL_1517
Gemfibrozil,CYP1A2,60,CVCL_1531
Gemfibrozil,CYP2C19,63,CVCL_1531
Gemfibrozil,CYP2C8,64,CVCL_1531
Gemfibrozil,CYP2C9,65,CVCL_1531
Gemfibrozil,PPARA,194,CVCL_1531
Gemfibrozil,CYP1A2,60,CVCL_1547
Gemfibrozil,CYP2C19,63,CVCL_1547
Gemfibrozil,CYP2C8,64,CVCL_1547
Gemfibrozil,CYP2C9,65,CVCL_1547
Gemfibrozil,PPARA,194,CVCL_1547
Gemfibrozil,CYP1A2,60,CVCL_1550
Gemfibrozil,CYP2C19,63,CVCL_1550
Gemfibrozil,CYP2C8,64,CVCL_1550
Gemfibrozil,CYP2C9,65,CVCL_1550
Gemfibrozil,PPARA,194,CVCL_1550
Gemfibrozil,CYP1A2,60,CVCL_1577
Gemfibrozil,CYP2C19,63,CVCL_1577
Gemfibrozil,CYP2C8,64,CVCL_1577
Gemfibrozil,CYP2C9,65,CVCL_1577
Gemfibrozil,PPARA,194,CVCL_1577
Gemfibrozil,CYP1A2,60,CVCL_1635
Gemfibrozil,CYP2C19,63,CVCL_1635
Gemfibrozil,CYP2C8,64,CVCL_1635
Gemfibrozil,CYP2C9,65,CVCL_1635
Gemfibrozil,PPARA,194,CVCL_1635
Gemfibrozil,CYP1A2,60,CVCL_1693
Gemfibrozil,CYP2C19,63,CVCL_1693
Gemfibrozil,CYP2C8,64,CVCL_1693
Gemfibrozil,CYP2C9,65,CVCL_1693
Gemfibrozil,PPARA,194,CVCL_1693
Gemfibrozil,CYP1A2,60,CVCL_1715
Gemfibrozil,CYP2C19,63,CVCL_1715
Gemfibrozil,CYP2C8,64,CVCL_1715
Gemfibrozil,CYP2C9,65,CVCL_1715
Gemfibrozil,PPARA,194,CVCL_1715
Gemfibrozil,CYP1A2,60,CVCL_1716
Gemfibrozil,CYP2C19,63,CVCL_1716
Gemfibrozil,CYP2C8,64,CVCL_1716
Gemfibrozil,CYP2C9,65,CVCL_1716
Gemfibrozil,PPARA,194,CVCL_1716
Gemfibrozil,CYP1A2,60,CVCL_1717
Gemfibrozil,CYP2C19,63,CVCL_1717
Gemfibrozil,CYP2C8,64,CVCL_1717
Gemfibrozil,CYP2C9,65,CVCL_1717
Gemfibrozil,PPARA,194,CVCL_1717
Gemfibrozil,CYP1A2,60,CVCL_1724
Gemfibrozil,CYP2C19,63,CVCL_1724
Gemfibrozil,CYP2C8,64,CVCL_1724
Gemfibrozil,CYP2C9,65,CVCL_1724
Gemfibrozil,PPARA,194,CVCL_1724
Gemfibrozil,CYP1A2,60,CVCL_1731
Gemfibrozil,CYP2C19,63,CVCL_1731
Gemfibrozil,CYP2C8,64,CVCL_1731
Gemfibrozil,CYP2C9,65,CVCL_1731
Gemfibrozil,PPARA,194,CVCL_1731
Gemfibrozil,CYP1A2,60,CVCL_C466
Gemfibrozil,CYP2C19,63,CVCL_C466
Gemfibrozil,CYP2C8,64,CVCL_C466
Gemfibrozil,CYP2C9,65,CVCL_C466
Gemfibrozil,PPARA,194,CVCL_C466
Goserelin (acetate),GNRHR,100,CVCL_0069
Goserelin (acetate),GNRHR,100,CVCL_0099
Goserelin (acetate),GNRHR,100,CVCL_0131
Goserelin (acetate),GNRHR,100,CVCL_0152
Goserelin (acetate),GNRHR,100,CVCL_0292
Goserelin (acetate),GNRHR,100,CVCL_0293
Goserelin (acetate),GNRHR,100,CVCL_0320
Goserelin (acetate),GNRHR,100,CVCL_0359
Goserelin (acetate),GNRHR,100,CVCL_0366
Goserelin (acetate),GNRHR,100,CVCL_0371
Goserelin (acetate),GNRHR,100,CVCL_0397
Goserelin (acetate),GNRHR,100,CVCL_0399
Goserelin (acetate),GNRHR,100,CVCL_0428
Goserelin (acetate),GNRHR,100,CVCL_0459
Goserelin (acetate),GNRHR,100,CVCL_0480
Goserelin (acetate),GNRHR,100,CVCL_0546
Goserelin (acetate),GNRHR,100,CVCL_1055
Goserelin (acetate),GNRHR,100,CVCL_1056
Goserelin (acetate),GNRHR,100,CVCL_1119
Goserelin (acetate),GNRHR,100,CVCL_1285
Goserelin (acetate),GNRHR,100,CVCL_1478
Goserelin (acetate),GNRHR,100,CVCL_1495
Goserelin (acetate),GNRHR,100,CVCL_1531
Goserelin (acetate),GNRHR,100,CVCL_1547
Goserelin (acetate),GNRHR,100,CVCL_1550
Goserelin (acetate),GNRHR,100,CVCL_1577
Goserelin (acetate),GNRHR,100,CVCL_1635
Goserelin (acetate),GNRHR,100,CVCL_1715
Goserelin (acetate),GNRHR,100,CVCL_1716
Goserelin (acetate),GNRHR,100,CVCL_1717
Goserelin (acetate),GNRHR,100,CVCL_1724
Goserelin (acetate),GNRHR,100,CVCL_1731
Goserelin (acetate),GNRHR,100,CVCL_C466
Idarubicin (hydrochloride),TOP2A,253,CVCL_0023
Idarubicin (hydrochloride),TOP2A,253,CVCL_0069
Idarubicin (hydrochloride),TOP2A,253,CVCL_0099
Idarubicin (hydrochloride),TOP2A,253,CVCL_0131
Idarubicin (hydrochloride),TOP2A,253,CVCL_0152
Idarubicin (hydrochloride),TOP2A,253,CVCL_0179
Idarubicin (hydrochloride),TOP2A,253,CVCL_0218
Idarubicin (hydrochloride),TOP2A,253,CVCL_0292
Idarubicin (hydrochloride),TOP2A,253,CVCL_0293
Idarubicin (hydrochloride),TOP2A,253,CVCL_0332
Idarubicin (hydrochloride),TOP2A,253,CVCL_0334
Idarubicin (hydrochloride),TOP2A,253,CVCL_0359
Idarubicin (hydrochloride),TOP2A,253,CVCL_0366
Idarubicin (hydrochloride),TOP2A,253,CVCL_0371
Idarubicin (hydrochloride),TOP2A,253,CVCL_0397
Idarubicin (hydrochloride),TOP2A,253,CVCL_0399
Idarubicin (hydrochloride),TOP2A,253,CVCL_0428
Idarubicin (hydrochloride),TOP2A,253,CVCL_0459
Idarubicin (hydrochloride),TOP2A,253,CVCL_0480
Idarubicin (hydrochloride),TOP2A,253,CVCL_0504
Idarubicin (hydrochloride),TOP2A,253,CVCL_0546
Idarubicin (hydrochloride),TOP2A,253,CVCL_1055
Idarubicin (hydrochloride),TOP2A,253,CVCL_1056
Idarubicin (hydrochloride),TOP2A,253,CVCL_1094
Idarubicin (hydrochloride),TOP2A,253,CVCL_1097
Idarubicin (hydrochloride),TOP2A,253,CVCL_1098
Idarubicin (hydrochloride),TOP2A,253,CVCL_1119
Idarubicin (hydrochloride),TOP2A,253,CVCL_1125
Idarubicin (hydrochloride),TOP2A,253,CVCL_1239
Idarubicin (hydrochloride),TOP2A,253,CVCL_1285
Idarubicin (hydrochloride),TOP2A,253,CVCL_1381
Idarubicin (hydrochloride),TOP2A,253,CVCL_1478
Idarubicin (hydrochloride),TOP2A,253,CVCL_1495
Idarubicin (hydrochloride),TOP2A,253,CVCL_1517
Idarubicin (hydrochloride),TOP2A,253,CVCL_1531
Idarubicin (hydrochloride),TOP2A,253,CVCL_1547
Idarubicin (hydrochloride),TOP2A,253,CVCL_1550
Idarubicin (hydrochloride),TOP2A,253,CVCL_1577
Idarubicin (hydrochloride),TOP2A,253,CVCL_1635
Idarubicin (hydrochloride),TOP2A,253,CVCL_1693
Idarubicin (hydrochloride),TOP2A,253,CVCL_1715
Idarubicin (hydrochloride),TOP2A,253,CVCL_1716
Idarubicin (hydrochloride),TOP2A,253,CVCL_1717
Idarubicin (hydrochloride),TOP2A,253,CVCL_1724
Idarubicin (hydrochloride),TOP2A,253,CVCL_1731
Idarubicin (hydrochloride),TOP2A,253,CVCL_C466
Larotrectinib,NTRK1,167,CVCL_0023
Larotrectinib,NTRK2,168,CVCL_0023
Larotrectinib,NTRK3,169,CVCL_0023
Larotrectinib,NTRK1,167,CVCL_0069
Larotrectinib,NTRK2,168,CVCL_0069
Larotrectinib,NTRK3,169,CVCL_0069
Larotrectinib,NTRK1,167,CVCL_0099
Larotrectinib,NTRK2,168,CVCL_0099
Larotrectinib,NTRK3,169,CVCL_0099
Larotrectinib,NTRK1,167,CVCL_0131
Larotrectinib,NTRK2,168,CVCL_0131
Larotrectinib,NTRK3,169,CVCL_0131
Larotrectinib,NTRK1,167,CVCL_0152
Larotrectinib,NTRK2,168,CVCL_0152
Larotrectinib,NTRK3,169,CVCL_0152
Larotrectinib,NTRK1,167,CVCL_0179
Larotrectinib,NTRK2,168,CVCL_0179
Larotrectinib,NTRK3,169,CVCL_0179
Larotrectinib,NTRK1,167,CVCL_0218
Larotrectinib,NTRK2,168,CVCL_0218
Larotrectinib,NTRK3,169,CVCL_0218
Larotrectinib,NTRK1,167,CVCL_0292
Larotrectinib,NTRK2,168,CVCL_0292
Larotrectinib,NTRK3,169,CVCL_0292
Larotrectinib,NTRK1,167,CVCL_0293
Larotrectinib,NTRK2,168,CVCL_0293
Larotrectinib,NTRK3,169,CVCL_0293
Larotrectinib,NTRK1,167,CVCL_0320
Larotrectinib,NTRK2,168,CVCL_0320
Larotrectinib,NTRK3,169,CVCL_0320
Larotrectinib,NTRK1,167,CVCL_0332
Larotrectinib,NTRK2,168,CVCL_0332
Larotrectinib,NTRK3,169,CVCL_0332
Larotrectinib,NTRK1,167,CVCL_0334
Larotrectinib,NTRK2,168,CVCL_0334
Larotrectinib,NTRK3,169,CVCL_0334
Larotrectinib,NTRK1,167,CVCL_0359
Larotrectinib,NTRK2,168,CVCL_0359
Larotrectinib,NTRK3,169,CVCL_0359
Larotrectinib,NTRK1,167,CVCL_0366
Larotrectinib,NTRK2,168,CVCL_0366
Larotrectinib,NTRK3,169,CVCL_0366
Larotrectinib,NTRK1,167,CVCL_0371
Larotrectinib,NTRK2,168,CVCL_0371
Larotrectinib,NTRK3,169,CVCL_0371
Larotrectinib,NTRK1,167,CVCL_0397
Larotrectinib,NTRK2,168,CVCL_0397
Larotrectinib,NTRK3,169,CVCL_0397
Larotrectinib,NTRK1,167,CVCL_0399
Larotrectinib,NTRK2,168,CVCL_0399
Larotrectinib,NTRK3,169,CVCL_0399
Larotrectinib,NTRK1,167,CVCL_0428
Larotrectinib,NTRK2,168,CVCL_0428
Larotrectinib,NTRK3,169,CVCL_0428
Larotrectinib,NTRK1,167,CVCL_0459
Larotrectinib,NTRK2,168,CVCL_0459
Larotrectinib,NTRK3,169,CVCL_0459
Larotrectinib,NTRK1,167,CVCL_0480
Larotrectinib,NTRK2,168,CVCL_0480
Larotrectinib,NTRK3,169,CVCL_0480
Larotrectinib,NTRK1,167,CVCL_0504
Larotrectinib,NTRK2,168,CVCL_0504
Larotrectinib,NTRK3,169,CVCL_0504
Larotrectinib,NTRK1,167,CVCL_0546
Larotrectinib,NTRK2,168,CVCL_0546
Larotrectinib,NTRK3,169,CVCL_0546
Larotrectinib,NTRK1,167,CVCL_1055
Larotrectinib,NTRK2,168,CVCL_1055
Larotrectinib,NTRK3,169,CVCL_1055
Larotrectinib,NTRK1,167,CVCL_1056
Larotrectinib,NTRK2,168,CVCL_1056
Larotrectinib,NTRK3,169,CVCL_1056
Larotrectinib,NTRK1,167,CVCL_1094
Larotrectinib,NTRK2,168,CVCL_1094
Larotrectinib,NTRK3,169,CVCL_1094
Larotrectinib,NTRK1,167,CVCL_1097
Larotrectinib,NTRK2,168,CVCL_1097
Larotrectinib,NTRK3,169,CVCL_1097
Larotrectinib,NTRK1,167,CVCL_1098
Larotrectinib,NTRK2,168,CVCL_1098
Larotrectinib,NTRK3,169,CVCL_1098
Larotrectinib,NTRK1,167,CVCL_1119
Larotrectinib,NTRK2,168,CVCL_1119
Larotrectinib,NTRK3,169,CVCL_1119
Larotrectinib,NTRK1,167,CVCL_1239
Larotrectinib,NTRK2,168,CVCL_1239
Larotrectinib,NTRK3,169,CVCL_1239
Larotrectinib,NTRK1,167,CVCL_1285
Larotrectinib,NTRK2,168,CVCL_1285
Larotrectinib,NTRK3,169,CVCL_1285
Larotrectinib,NTRK1,167,CVCL_1381
Larotrectinib,NTRK2,168,CVCL_1381
Larotrectinib,NTRK3,169,CVCL_1381
Larotrectinib,NTRK1,167,CVCL_1478
Larotrectinib,NTRK2,168,CVCL_1478
Larotrectinib,NTRK3,169,CVCL_1478
Larotrectinib,NTRK1,167,CVCL_1495
Larotrectinib,NTRK2,168,CVCL_1495
Larotrectinib,NTRK3,169,CVCL_1495
Larotrectinib,NTRK1,167,CVCL_1517
Larotrectinib,NTRK2,168,CVCL_1517
Larotrectinib,NTRK3,169,CVCL_1517
Larotrectinib,NTRK1,167,CVCL_1531
Larotrectinib,NTRK2,168,CVCL_1531
Larotrectinib,NTRK3,169,CVCL_1531
Larotrectinib,NTRK1,167,CVCL_1547
Larotrectinib,NTRK2,168,CVCL_1547
Larotrectinib,NTRK3,169,CVCL_1547
Larotrectinib,NTRK1,167,CVCL_1550
Larotrectinib,NTRK2,168,CVCL_1550
Larotrectinib,NTRK3,169,CVCL_1550
Larotrectinib,NTRK1,167,CVCL_1577
Larotrectinib,NTRK2,168,CVCL_1577
Larotrectinib,NTRK3,169,CVCL_1577
Larotrectinib,NTRK1,167,CVCL_1635
Larotrectinib,NTRK2,168,CVCL_1635
Larotrectinib,NTRK3,169,CVCL_1635
Larotrectinib,NTRK1,167,CVCL_1693
Larotrectinib,NTRK2,168,CVCL_1693
Larotrectinib,NTRK3,169,CVCL_1693
Larotrectinib,NTRK1,167,CVCL_1715
Larotrectinib,NTRK2,168,CVCL_1715
Larotrectinib,NTRK3,169,CVCL_1715
Larotrectinib,NTRK1,167,CVCL_1716
Larotrectinib,NTRK2,168,CVCL_1716
Larotrectinib,NTRK3,169,CVCL_1716
Larotrectinib,NTRK1,167,CVCL_1717
Larotrectinib,NTRK2,168,CVCL_1717
Larotrectinib,NTRK3,169,CVCL_1717
Larotrectinib,NTRK1,167,CVCL_1724
Larotrectinib,NTRK2,168,CVCL_1724
Larotrectinib,NTRK3,169,CVCL_1724
Larotrectinib,NTRK1,167,CVCL_1731
Larotrectinib,NTRK2,168,CVCL_1731
Larotrectinib,NTRK3,169,CVCL_1731
Larotrectinib,NTRK1,167,CVCL_C466
Larotrectinib,NTRK2,168,CVCL_C466
Larotrectinib,NTRK3,169,CVCL_C466
Lenalidomide (hemihydrate),CRBN,56,CVCL_0023
Lenalidomide (hemihydrate),IKZF1,124,CVCL_0023
Lenalidomide (hemihydrate),IKZF3,125,CVCL_0023
Lenalidomide (hemihydrate),CRBN,56,CVCL_0069
Lenalidomide (hemihydrate),IKZF1,124,CVCL_0069
Lenalidomide (hemihydrate),IKZF3,125,CVCL_0069
Lenalidomide (hemihydrate),CRBN,56,CVCL_0099
Lenalidomide (hemihydrate),IKZF1,124,CVCL_0099
Lenalidomide (hemihydrate),IKZF3,125,CVCL_0099
Lenalidomide (hemihydrate),CRBN,56,CVCL_0131
Lenalidomide (hemihydrate),IKZF1,124,CVCL_0131
Lenalidomide (hemihydrate),IKZF3,125,CVCL_0131
Lenalidomide (hemihydrate),CRBN,56,CVCL_0152
Lenalidomide (hemihydrate),IKZF1,124,CVCL_0152
Lenalidomide (hemihydrate),IKZF3,125,CVCL_0152
Lenalidomide (hemihydrate),CRBN,56,CVCL_0179
Lenalidomide (hemihydrate),IKZF1,124,CVCL_0179
Lenalidomide (hemihydrate),IKZF3,125,CVCL_0179
Lenalidomide (hemihydrate),CRBN,56,CVCL_0218
Lenalidomide (hemihydrate),IKZF1,124,CVCL_0218
Lenalidomide (hemihydrate),IKZF3,125,CVCL_0218
Lenalidomide (hemihydrate),CRBN,56,CVCL_0292
Lenalidomide (hemihydrate),IKZF1,124,CVCL_0292
Lenalidomide (hemihydrate),IKZF3,125,CVCL_0292
Lenalidomide (hemihydrate),CRBN,56,CVCL_0293
Lenalidomide (hemihydrate),IKZF1,124,CVCL_0293
Lenalidomide (hemihydrate),IKZF3,125,CVCL_0293
Lenalidomide (hemihydrate),CRBN,56,CVCL_0320
Lenalidomide (hemihydrate),IKZF1,124,CVCL_0320
Lenalidomide (hemihydrate),IKZF3,125,CVCL_0320
Lenalidomide (hemihydrate),CRBN,56,CVCL_0332
Lenalidomide (hemihydrate),IKZF1,124,CVCL_0332
Lenalidomide (hemihydrate),IKZF3,125,CVCL_0332
Lenalidomide (hemihydrate),CRBN,56,CVCL_0334
Lenalidomide (hemihydrate),IKZF1,124,CVCL_0334
Lenalidomide (hemihydrate),IKZF3,125,CVCL_0334
Lenalidomide (hemihydrate),CRBN,56,CVCL_0359
Lenalidomide (hemihydrate),IKZF1,124,CVCL_0359
Lenalidomide (hemihydrate),IKZF3,125,CVCL_0359
Lenalidomide (hemihydrate),CRBN,56,CVCL_0366
Lenalidomide (hemihydrate),IKZF1,124,CVCL_0366
Lenalidomide (hemihydrate),IKZF3,125,CVCL_0366
Lenalidomide (hemihydrate),CRBN,56,CVCL_0371
Lenalidomide (hemihydrate),IKZF1,124,CVCL_0371
Lenalidomide (hemihydrate),IKZF3,125,CVCL_0371
Lenalidomide (hemihydrate),CRBN,56,CVCL_0397
Lenalidomide (hemihydrate),IKZF1,124,CVCL_0397
Lenalidomide (hemihydrate),IKZF3,125,CVCL_0397
Lenalidomide (hemihydrate),CRBN,56,CVCL_0399
Lenalidomide (hemihydrate),IKZF1,124,CVCL_0399
Lenalidomide (hemihydrate),IKZF3,125,CVCL_0399
Lenalidomide (hemihydrate),CRBN,56,CVCL_0428
Lenalidomide (hemihydrate),IKZF1,124,CVCL_0428
Lenalidomide (hemihydrate),IKZF3,125,CVCL_0428
Lenalidomide (hemihydrate),CRBN,56,CVCL_0459
Lenalidomide (hemihydrate),IKZF1,124,CVCL_0459
Lenalidomide (hemihydrate),IKZF3,125,CVCL_0459
Lenalidomide (hemihydrate),CRBN,56,CVCL_0480
Lenalidomide (hemihydrate),IKZF1,124,CVCL_0480
Lenalidomide (hemihydrate),IKZF3,125,CVCL_0480
Lenalidomide (hemihydrate),CRBN,56,CVCL_0504
Lenalidomide (hemihydrate),IKZF1,124,CVCL_0504
Lenalidomide (hemihydrate),IKZF3,125,CVCL_0504
Lenalidomide (hemihydrate),CRBN,56,CVCL_0546
Lenalidomide (hemihydrate),IKZF1,124,CVCL_0546
Lenalidomide (hemihydrate),IKZF3,125,CVCL_0546
Lenalidomide (hemihydrate),CRBN,56,CVCL_1055
Lenalidomide (hemihydrate),IKZF1,124,CVCL_1055
Lenalidomide (hemihydrate),IKZF3,125,CVCL_1055
Lenalidomide (hemihydrate),CRBN,56,CVCL_1056
Lenalidomide (hemihydrate),IKZF1,124,CVCL_1056
Lenalidomide (hemihydrate),IKZF3,125,CVCL_1056
Lenalidomide (hemihydrate),CRBN,56,CVCL_1094
Lenalidomide (hemihydrate),IKZF1,124,CVCL_1094
Lenalidomide (hemihydrate),IKZF3,125,CVCL_1094
Lenalidomide (hemihydrate),CRBN,56,CVCL_1097
Lenalidomide (hemihydrate),IKZF1,124,CVCL_1097
Lenalidomide (hemihydrate),IKZF3,125,CVCL_1097
Lenalidomide (hemihydrate),CRBN,56,CVCL_1098
Lenalidomide (hemihydrate),IKZF1,124,CVCL_1098
Lenalidomide (hemihydrate),IKZF3,125,CVCL_1098
Lenalidomide (hemihydrate),CRBN,56,CVCL_1119
Lenalidomide (hemihydrate),IKZF1,124,CVCL_1119
Lenalidomide (hemihydrate),IKZF3,125,CVCL_1119
Lenalidomide (hemihydrate),CRBN,56,CVCL_1125
Lenalidomide (hemihydrate),IKZF1,124,CVCL_1125
Lenalidomide (hemihydrate),IKZF3,125,CVCL_1125
Lenalidomide (hemihydrate),CRBN,56,CVCL_1239
Lenalidomide (hemihydrate),IKZF1,124,CVCL_1239
Lenalidomide (hemihydrate),IKZF3,125,CVCL_1239
Lenalidomide (hemihydrate),CRBN,56,CVCL_1285
Lenalidomide (hemihydrate),IKZF1,124,CVCL_1285
Lenalidomide (hemihydrate),IKZF3,125,CVCL_1285
Lenalidomide (hemihydrate),CRBN,56,CVCL_1381
Lenalidomide (hemihydrate),IKZF1,124,CVCL_1381
Lenalidomide (hemihydrate),IKZF3,125,CVCL_1381
Lenalidomide (hemihydrate),CRBN,56,CVCL_1478
