drug,cell_line_id,n_rows,target_genes,gene_ranks,best_rank,n_in_top5,n_in_top10,n_in_top50,n_in_top100
Norepinephrine (hydrochloride),CVCL_1717,10115,"ADRA1A,ADRA1B,ADRA1D,ADRA2A,ADRA2B,ADRA2C,ADRB1","{'ADRA1A': inf, 'ADRA1B': 8672, 'ADRA1D': inf, 'ADRA2A': inf, 'ADRA2B': inf, 'ADRA2C': 14845, 'ADRB1': inf}",8672.0,0,0,0,0
Norepinephrine (hydrochloride),CVCL_0359,462,"ADRA1A,ADRA1B,ADRA1D,ADRA2A,ADRA2B,ADRA2C,ADRB1","{'ADRA1A': inf, 'ADRA1B': inf, 'ADRA1D': inf, 'ADRA2A': inf, 'ADRA2B': inf, 'ADRA2C': inf, 'ADRB1': inf}",inf,0,0,0,0
Norepinephrine (hydrochloride),CVCL_0366,5943,"ADRA1A,ADRA1B,ADRA1D,ADRA2A,ADRA2B,ADRA2C,ADRB1","{'ADRA1A': inf, 'ADRA1B': 7668, 'ADRA1D': inf, 'ADRA2A': inf, 'ADRA2B': inf, 'ADRA2C': inf, 'ADRB1': inf}",7668.0,0,0,0,0
Norepinephrine (hydrochloride),CVCL_0397,3759,"ADRA1A,ADRA1B,ADRA1D,ADRA2A,ADRA2B,ADRA2C,ADRB1","{'ADRA1A': inf, 'ADRA1B': 4852, 'ADRA1D': inf, 'ADRA2A': inf, 'ADRA2B': inf, 'ADRA2C': inf, 'ADRB1': inf}",4852.0,0,0,0,0
Norepinephrine (hydrochloride),CVCL_0292,2541,"ADRA1A,ADRA1B,ADRA1D,ADRA2A,ADRA2B,ADRA2C,ADRB1","{'ADRA1A': inf, 'ADRA1B': inf, 'ADRA1D': inf, 'ADRA2A': inf, 'ADRA2B': inf, 'ADRA2C': inf, 'ADRB1': inf}",inf,0,0,0,0
Norepinephrine (hydrochloride),CVCL_0069,2345,"ADRA1A,ADRA1B,ADRA1D,ADRA2A,ADRA2B,ADRA2C,ADRB1","{'ADRA1A': inf, 'ADRA1B': 11645, 'ADRA1D': inf, 'ADRA2A': inf, 'ADRA2B': inf, 'ADRA2C': inf, 'ADRB1': inf}",11645.0,0,0,0,0
Norepinephrine (hydrochloride),CVCL_1715,1288,"ADRA1A,ADRA1B,ADRA1D,ADRA2A,ADRA2B,ADRA2C,ADRB1","{'ADRA1A': inf, 'ADRA1B': inf, 'ADRA1D': inf, 'ADRA2A': inf, 'ADRA2B': inf, 'ADRA2C': inf, 'ADRB1': inf}",inf,0,0,0,0
Norepinephrine (hydrochloride),CVCL_0459,2254,"ADRA1A,ADRA1B,ADRA1D,ADRA2A,ADRA2B,ADRA2C,ADRB1","{'ADRA1A': inf, 'ADRA1B': inf, 'ADRA1D': inf, 'ADRA2A': inf, 'ADRA2B': inf, 'ADRA2C': inf, 'ADRB1': inf}",inf,0,0,0,0
Lidocaine (hydrochloride),CVCL_0397,906,"MAP2K1,MAPK1,NFKB1","{'MAP2K1': inf, 'MAPK1': inf, 'NFKB1': 523}",523.0,0,0,0,0
Lidocaine (hydrochloride),CVCL_0480,3684,"MAP2K1,MAPK1,NFKB1","{'MAP2K1': inf, 'MAPK1': inf, 'NFKB1': 1581}",1581.0,0,0,0,0
Lidocaine (hydrochloride),CVCL_1119,2406,"MAP2K1,MAPK1,NFKB1","{'MAP2K1': inf, 'MAPK1': inf, 'NFKB1': 7704}",7704.0,0,0,0,0
Lidocaine (hydrochloride),CVCL_0371,2490,"MAP2K1,MAPK1,NFKB1","{'MAP2K1': inf, 'MAPK1': inf, 'NFKB1': 345}",345.0,0,0,0,0
Lidocaine (hydrochloride),CVCL_1550,3168,"MAP2K1,MAPK1,NFKB1","{'MAP2K1': inf, 'MAPK1': inf, 'NFKB1': 14651}",14651.0,0,0,0,0
Lidocaine (hydrochloride),CVCL_1717,2124,"MAP2K1,MAPK1,NFKB1","{'MAP2K1': inf, 'MAPK1': inf, 'NFKB1': 1459}",1459.0,0,0,0,0
Lidocaine (hydrochloride),CVCL_1547,2262,"MAP2K1,MAPK1,NFKB1","{'MAP2K1': inf, 'MAPK1': inf, 'NFKB1': 3517}",3517.0,0,0,0,0
Lidocaine (hydrochloride),CVCL_0069,606,"MAP2K1,MAPK1,NFKB1","{'MAP2K1': inf, 'MAPK1': inf, 'NFKB1': 2368}",2368.0,0,0,0,0
Lidocaine (hydrochloride),CVCL_1055,2208,"MAP2K1,MAPK1,NFKB1","{'MAP2K1': inf, 'MAPK1': inf, 'NFKB1': 1129}",1129.0,0,0,0,0
Lidocaine (hydrochloride),CVCL_1635,1599,"MAP2K1,MAPK1,NFKB1","{'MAP2K1': inf, 'MAPK1': inf, 'NFKB1': 1756}",1756.0,0,0,0,0
Lidocaine (hydrochloride),CVCL_1495,1656,"MAP2K1,MAPK1,NFKB1","{'MAP2K1': inf, 'MAPK1': inf, 'NFKB1': 7887}",7887.0,0,0,0,0
Lidocaine (hydrochloride),CVCL_0293,2232,"MAP2K1,MAPK1,NFKB1","{'MAP2K1': inf, 'MAPK1': inf, 'NFKB1': 890}",890.0,0,0,0,0
Lidocaine (hydrochloride),CVCL_0131,2235,"MAP2K1,MAPK1,NFKB1","{'MAP2K1': inf, 'MAPK1': inf, 'NFKB1': 1735}",1735.0,0,0,0,0
Lidocaine (hydrochloride),CVCL_0366,1503,"MAP2K1,MAPK1,NFKB1","{'MAP2K1': inf, 'MAPK1': inf, 'NFKB1': 2204}",2204.0,0,0,0,0
Lidocaine (hydrochloride),CVCL_0546,324,"MAP2K1,MAPK1,NFKB1","{'MAP2K1': inf, 'MAPK1': inf, 'NFKB1': 1547}",1547.0,0,0,0,0
Lidocaine (hydrochloride),CVCL_0459,1101,"MAP2K1,MAPK1,NFKB1","{'MAP2K1': inf, 'MAPK1': inf, 'NFKB1': 6129}",6129.0,0,0,0,0
Lidocaine (hydrochloride),CVCL_0428,936,"MAP2K1,MAPK1,NFKB1","{'MAP2K1': inf, 'MAPK1': inf, 'NFKB1': 2852}",2852.0,0,0,0,0
Mitoxantrone (dihydrochloride),CVCL_1119,3378,"PRKCA,TOP2A,TOP2B","{'PRKCA': inf, 'TOP2A': inf, 'TOP2B': inf}",inf,0,0,0,0
Mitoxantrone (dihydrochloride),CVCL_0371,4545,"PRKCA,TOP2A,TOP2B","{'PRKCA': inf, 'TOP2A': inf, 'TOP2B': 15295}",15295.0,0,0,0,0
Mitoxantrone (dihydrochloride),CVCL_0480,5229,"PRKCA,TOP2A,TOP2B","{'PRKCA': inf, 'TOP2A': inf, 'TOP2B': 15935}",15935.0,0,0,0,0
Mitoxantrone (dihydrochloride),CVCL_1717,3597,"PRKCA,TOP2A,TOP2B","{'PRKCA': inf, 'TOP2A': inf, 'TOP2B': 18784}",18784.0,0,0,0,0
Mitoxantrone (dihydrochloride),CVCL_1550,4671,"PRKCA,TOP2A,TOP2B","{'PRKCA': 16999, 'TOP2A': inf, 'TOP2B': 18886}",16999.0,0,0,0,0
Mitoxantrone (dihydrochloride),CVCL_1495,2649,"PRKCA,TOP2A,TOP2B","{'PRKCA': inf, 'TOP2A': inf, 'TOP2B': 17259}",17259.0,0,0,0,0
Mitoxantrone (dihydrochloride),CVCL_0428,828,"PRKCA,TOP2A,TOP2B","{'PRKCA': inf, 'TOP2A': inf, 'TOP2B': inf}",inf,0,0,0,0
Mitoxantrone (dihydrochloride),CVCL_1635,2775,"PRKCA,TOP2A,TOP2B","{'PRKCA': inf, 'TOP2A': inf, 'TOP2B': 16027}",16027.0,0,0,0,0
Mitoxantrone (dihydrochloride),CVCL_0131,1629,"PRKCA,TOP2A,TOP2B","{'PRKCA': inf, 'TOP2A': inf, 'TOP2B': inf}",inf,0,0,0,0
Mitoxantrone (dihydrochloride),CVCL_1547,3705,"PRKCA,TOP2A,TOP2B","{'PRKCA': inf, 'TOP2A': inf, 'TOP2B': 17027}",17027.0,0,0,0,0
Mitoxantrone (dihydrochloride),CVCL_0293,3162,"PRKCA,TOP2A,TOP2B","{'PRKCA': inf, 'TOP2A': inf, 'TOP2B': inf}",inf,0,0,0,0
Mitoxantrone (dihydrochloride),CVCL_1055,2973,"PRKCA,TOP2A,TOP2B","{'PRKCA': inf, 'TOP2A': inf, 'TOP2B': inf}",inf,0,0,0,0
Mitoxantrone (dihydrochloride),CVCL_0366,1482,"PRKCA,TOP2A,TOP2B","{'PRKCA': inf, 'TOP2A': inf, 'TOP2B': inf}",inf,0,0,0,0
Mitoxantrone (dihydrochloride),CVCL_0069,633,"PRKCA,TOP2A,TOP2B","{'PRKCA': inf, 'TOP2A': inf, 'TOP2B': inf}",inf,0,0,0,0
Mitoxantrone (dihydrochloride),CVCL_0397,1254,"PRKCA,TOP2A,TOP2B","{'PRKCA': inf, 'TOP2A': inf, 'TOP2B': inf}",inf,0,0,0,0
Mitoxantrone (dihydrochloride),CVCL_1577,222,"PRKCA,TOP2A,TOP2B","{'PRKCA': inf, 'TOP2A': inf, 'TOP2B': inf}",inf,0,0,0,0
Mitoxantrone (dihydrochloride),CVCL_0359,60,"PRKCA,TOP2A,TOP2B","{'PRKCA': inf, 'TOP2A': inf, 'TOP2B': inf}",inf,0,0,0,0
Larotrectinib,CVCL_0131,765,"NTRK1,NTRK2,NTRK3","{'NTRK1': 875, 'NTRK2': inf, 'NTRK3': 7384}",875.0,0,0,0,0
Larotrectinib,CVCL_0480,8553,"NTRK1,NTRK2,NTRK3","{'NTRK1': 565, 'NTRK2': 19999, 'NTRK3': 9320}",565.0,0,0,0,0
Larotrectinib,CVCL_0366,2220,"NTRK1,NTRK2,NTRK3","{'NTRK1': 1267, 'NTRK2': inf, 'NTRK3': 12293}",1267.0,0,0,0,0
Larotrectinib,CVCL_1550,5124,"NTRK1,NTRK2,NTRK3","{'NTRK1': 6716, 'NTRK2': inf, 'NTRK3': 9990}",6716.0,0,0,0,0
Larotrectinib,CVCL_1715,522,"NTRK1,NTRK2,NTRK3","{'NTRK1': 965, 'NTRK2': inf, 'NTRK3': 12312}",965.0,0,0,0,0
Larotrectinib,CVCL_0371,5568,"NTRK1,NTRK2,NTRK3","{'NTRK1': 4243, 'NTRK2': inf, 'NTRK3': 6741}",4243.0,0,0,0,0
Larotrectinib,CVCL_0293,3615,"NTRK1,NTRK2,NTRK3","{'NTRK1': 2089, 'NTRK2': inf, 'NTRK3': 9555}",2089.0,0,0,0,0
Larotrectinib,CVCL_1547,5709,"NTRK1,NTRK2,NTRK3","{'NTRK1': 5439, 'NTRK2': 20225, 'NTRK3': 10340}",5439.0,0,0,0,0
Larotrectinib,CVCL_1717,4629,"NTRK1,NTRK2,NTRK3","{'NTRK1': 3037, 'NTRK2': 18802, 'NTRK3': 9802}",3037.0,0,0,0,0
Larotrectinib,CVCL_1635,4050,"NTRK1,NTRK2,NTRK3","{'NTRK1': 2448, 'NTRK2': 17868, 'NTRK3': 12312}",2448.0,0,0,0,0
Larotrectinib,CVCL_1495,4302,"NTRK1,NTRK2,NTRK3","{'NTRK1': 5359, 'NTRK2': inf, 'NTRK3': 11150}",5359.0,0,0,0,0
Larotrectinib,CVCL_1055,4902,"NTRK1,NTRK2,NTRK3","{'NTRK1': 5709, 'NTRK2': 20454, 'NTRK3': 10036}",5709.0,0,0,0,0
Larotrectinib,CVCL_0428,456,"NTRK1,NTRK2,NTRK3","{'NTRK1': 1262, 'NTRK2': inf, 'NTRK3': inf}",1262.0,0,0,0,0
Larotrectinib,CVCL_0359,63,"NTRK1,NTRK2,NTRK3","{'NTRK1': inf, 'NTRK2': inf, 'NTRK3': inf}",inf,0,0,0,0
Larotrectinib,CVCL_0069,909,"NTRK1,NTRK2,NTRK3","{'NTRK1': 5666, 'NTRK2': inf, 'NTRK3': 13590}",5666.0,0,0,0,0
Larotrectinib,CVCL_1119,4344,"NTRK1,NTRK2,NTRK3","{'NTRK1': 7691, 'NTRK2': inf, 'NTRK3': 10684}",7691.0,0,0,0,0
Larotrectinib,CVCL_0397,1161,"NTRK1,NTRK2,NTRK3","{'NTRK1': 9408, 'NTRK2': inf, 'NTRK3': 9514}",9408.0,0,0,0,0
Larotrectinib,CVCL_0292,1719,"NTRK1,NTRK2,NTRK3","{'NTRK1': 4958, 'NTRK2': inf, 'NTRK3': 9801}",4958.0,0,0,0,0
Larotrectinib,CVCL_1577,363,"NTRK1,NTRK2,NTRK3","{'NTRK1': 2149, 'NTRK2': inf, 'NTRK3': 8952}",2149.0,0,0,0,0
Larotrectinib,CVCL_1531,99,"NTRK1,NTRK2,NTRK3","{'NTRK1': 5815, 'NTRK2': inf, 'NTRK3': 6728}",5815.0,0,0,0,0
Larotrectinib,CVCL_0459,195,"NTRK1,NTRK2,NTRK3","{'NTRK1': 3051, 'NTRK2': inf, 'NTRK3': inf}",3051.0,0,0,0,0
Larotrectinib,CVCL_0152,18,"NTRK1,NTRK2,NTRK3","{'NTRK1': inf, 'NTRK2': inf, 'NTRK3': inf}",inf,0,0,0,0
Larotrectinib,CVCL_1478,66,"NTRK1,NTRK2,NTRK3","{'NTRK1': inf, 'NTRK2': inf, 'NTRK3': inf}",inf,0,0,0,0
Cepharanthine,CVCL_0371,5433,"CYP2C9,CYP2E1,CYP3A4","{'CYP2C9': 11409, 'CYP2E1': inf, 'CYP3A4': inf}",11409.0,0,0,0,0
Cepharanthine,CVCL_1119,4170,"CYP2C9,CYP2E1,CYP3A4","{'CYP2C9': 14241, 'CYP2E1': inf, 'CYP3A4': inf}",14241.0,0,0,0,0
Cepharanthine,CVCL_1717,4827,"CYP2C9,CYP2E1,CYP3A4","{'CYP2C9': 10974, 'CYP2E1': inf, 'CYP3A4': inf}",10974.0,0,0,0,0
Cepharanthine,CVCL_0293,4011,"CYP2C9,CYP2E1,CYP3A4","{'CYP2C9': 9985, 'CYP2E1': inf, 'CYP3A4': inf}",9985.0,0,0,0,0
Cepharanthine,CVCL_0366,2394,"CYP2C9,CYP2E1,CYP3A4","{'CYP2C9': 15298, 'CYP2E1': inf, 'CYP3A4': inf}",15298.0,0,0,0,0
Cepharanthine,CVCL_0397,1560,"CYP2C9,CYP2E1,CYP3A4","{'CYP2C9': 12272, 'CYP2E1': inf, 'CYP3A4': inf}",12272.0,0,0,0,0
Cepharanthine,CVCL_1547,5124,"CYP2C9,CYP2E1,CYP3A4","{'CYP2C9': 12808, 'CYP2E1': inf, 'CYP3A4': inf}",12808.0,0,0,0,0
Cepharanthine,CVCL_0131,2076,"CYP2C9,CYP2E1,CYP3A4","{'CYP2C9': 15002, 'CYP2E1': inf, 'CYP3A4': inf}",15002.0,0,0,0,0
Cepharanthine,CVCL_1635,3660,"CYP2C9,CYP2E1,CYP3A4","{'CYP2C9': 13319, 'CYP2E1': inf, 'CYP3A4': inf}",13319.0,0,0,0,0
Cepharanthine,CVCL_0359,189,"CYP2C9,CYP2E1,CYP3A4","{'CYP2C9': inf, 'CYP2E1': inf, 'CYP3A4': inf}",inf,0,0,0,0
Cepharanthine,CVCL_1495,3879,"CYP2C9,CYP2E1,CYP3A4","{'CYP2C9': 12241, 'CYP2E1': inf, 'CYP3A4': inf}",12241.0,0,0,0,0
Cepharanthine,CVCL_1550,5115,"CYP2C9,CYP2E1,CYP3A4","{'CYP2C9': 12681, 'CYP2E1': inf, 'CYP3A4': inf}",12681.0,0,0,0,0
Cepharanthine,CVCL_1055,3729,"CYP2C9,CYP2E1,CYP3A4","{'CYP2C9': 13248, 'CYP2E1': inf, 'CYP3A4': inf}",13248.0,0,0,0,0
Cepharanthine,CVCL_0480,7386,"CYP2C9,CYP2E1,CYP3A4","{'CYP2C9': 11772, 'CYP2E1': inf, 'CYP3A4': inf}",11772.0,0,0,0,0
Cepharanthine,CVCL_0459,558,"CYP2C9,CYP2E1,CYP3A4","{'CYP2C9': 10475, 'CYP2E1': inf, 'CYP3A4': inf}",10475.0,0,0,0,0
Cepharanthine,CVCL_0428,810,"CYP2C9,CYP2E1,CYP3A4","{'CYP2C9': 8047, 'CYP2E1': inf, 'CYP3A4': inf}",8047.0,0,0,0,0
Cepharanthine,CVCL_1731,27,"CYP2C9,CYP2E1,CYP3A4","{'CYP2C9': inf, 'CYP2E1': inf, 'CYP3A4': inf}",inf,0,0,0,0
Cepharanthine,CVCL_1724,276,"CYP2C9,CYP2E1,CYP3A4","{'CYP2C9': inf, 'CYP2E1': inf, 'CYP3A4': inf}",inf,0,0,0,0
Cepharanthine,CVCL_0292,1974,"CYP2C9,CYP2E1,CYP3A4","{'CYP2C9': 12143, 'CYP2E1': inf, 'CYP3A4': inf}",12143.0,0,0,0,0
Cepharanthine,CVCL_1715,393,"CYP2C9,CYP2E1,CYP3A4","{'CYP2C9': inf, 'CYP2E1': inf, 'CYP3A4': inf}",inf,0,0,0,0
Cepharanthine,CVCL_1478,159,"CYP2C9,CYP2E1,CYP3A4","{'CYP2C9': inf, 'CYP2E1': inf, 'CYP3A4': inf}",inf,0,0,0,0
Radotinib,CVCL_1495,1437,ABL1,{'ABL1': 8161},8161.0,0,0,0,0
Radotinib,CVCL_0293,1262,ABL1,{'ABL1': 7390},7390.0,0,0,0,0
Radotinib,CVCL_1717,1733,ABL1,{'ABL1': 5718},5718.0,0,0,0,0
Radotinib,CVCL_1055,960,ABL1,{'ABL1': 9191},9191.0,0,0,0,0
Radotinib,CVCL_0480,2729,ABL1,{'ABL1': 6732},6732.0,0,0,0,0
Radotinib,CVCL_1635,1348,ABL1,{'ABL1': 5865},5865.0,0,0,0,0
Radotinib,CVCL_1550,1768,ABL1,{'ABL1': 6669},6669.0,0,0,0,0
Radotinib,CVCL_0366,624,ABL1,{'ABL1': 6552},6552.0,0,0,0,0
Radotinib,CVCL_0397,522,ABL1,{'ABL1': 6801},6801.0,0,0,0,0
Radotinib,CVCL_0428,178,ABL1,{'ABL1': 8526},8526.0,0,0,0,0
Radotinib,CVCL_0131,484,ABL1,{'ABL1': 15323},15323.0,0,0,0,0
Radotinib,CVCL_1547,1610,ABL1,{'ABL1': 7604},7604.0,0,0,0,0
Radotinib,CVCL_1119,1253,ABL1,{'ABL1': 9027},9027.0,0,0,0,0
Radotinib,CVCL_0069,327,ABL1,{'ABL1': 8843},8843.0,0,0,0,0
Radotinib,CVCL_1285,119,ABL1,{'ABL1': 7407},7407.0,0,0,0,0
Radotinib,CVCL_0371,2024,ABL1,{'ABL1': 7817},7817.0,0,0,0,0
Radotinib,CVCL_0292,696,ABL1,{'ABL1': 7421},7421.0,0,0,0,0
Radotinib,CVCL_0459,140,ABL1,{'ABL1': 8086},8086.0,0,0,0,0
Radotinib,CVCL_1724,82,ABL1,{'ABL1': 3973},3973.0,0,0,0,0
Radotinib,CVCL_1715,243,ABL1,{'ABL1': 8852},8852.0,0,0,0,0
Docetaxel,CVCL_1635,2298,"TUBB1,TUBB2A,TUBB2B,TUBB3,TUBB4A,TUBB4B","{'TUBB1': 6394, 'TUBB2A': 11727, 'TUBB2B': 13885, 'TUBB3': inf, 'TUBB4A': 6982, 'TUBB4B': 12702}",6394.0,0,0,0,0
Docetaxel,CVCL_0480,9300,"TUBB1,TUBB2A,TUBB2B,TUBB3,TUBB4A,TUBB4B","{'TUBB1': 2880, 'TUBB2A': 670, 'TUBB2B': 13617, 'TUBB3': inf, 'TUBB4A': 3144, 'TUBB4B': 18305}",670.0,0,0,0,0
Docetaxel,CVCL_1550,5280,"TUBB1,TUBB2A,TUBB2B,TUBB3,TUBB4A,TUBB4B","{'TUBB1': 2884, 'TUBB2A': 9965, 'TUBB2B': 13108, 'TUBB3': inf, 'TUBB4A': 5552, 'TUBB4B': 16103}",2884.0,0,0,0,0
Docetaxel,CVCL_0069,942,"TUBB1,TUBB2A,TUBB2B,TUBB3,TUBB4A,TUBB4B","{'TUBB1': 9017, 'TUBB2A': 1439, 'TUBB2B': 7158, 'TUBB3': inf, 'TUBB4A': 11031, 'TUBB4B': 7599}",1439.0,0,0,0,0
Docetaxel,CVCL_1715,474,"TUBB1,TUBB2A,TUBB2B,TUBB3,TUBB4A,TUBB4B","{'TUBB1': 3842, 'TUBB2A': 4496, 'TUBB2B': inf, 'TUBB3': inf, 'TUBB4A': inf, 'TUBB4B': inf}",3842.0,0,0,0,0
Docetaxel,CVCL_1547,5034,"TUBB1,TUBB2A,TUBB2B,TUBB3,TUBB4A,TUBB4B","{'TUBB1': 6307, 'TUBB2A': 1097, 'TUBB2B': 16806, 'TUBB3': inf, 'TUBB4A': 6064, 'TUBB4B': inf}",1097.0,0,0,0,0
Docetaxel,CVCL_0371,6186,"TUBB1,TUBB2A,TUBB2B,TUBB3,TUBB4A,TUBB4B","{'TUBB1': 2940, 'TUBB2A': 8879, 'TUBB2B': 13876, 'TUBB3': inf, 'TUBB4A': 5250, 'TUBB4B': 13085}",2940.0,0,0,0,0
Docetaxel,CVCL_1577,426,"TUBB1,TUBB2A,TUBB2B,TUBB3,TUBB4A,TUBB4B","{'TUBB1': 7536, 'TUBB2A': 2296, 'TUBB2B': 13064, 'TUBB3': inf, 'TUBB4A': 12604, 'TUBB4B': inf}",2296.0,0,0,0,0
Docetaxel,CVCL_1119,3882,"TUBB1,TUBB2A,TUBB2B,TUBB3,TUBB4A,TUBB4B","{'TUBB1': 8711, 'TUBB2A': 2131, 'TUBB2B': 16388, 'TUBB3': inf, 'TUBB4A': 7747, 'TUBB4B': 12145}",2131.0,0,0,0,0
Docetaxel,CVCL_0366,4104,"TUBB1,TUBB2A,TUBB2B,TUBB3,TUBB4A,TUBB4B","{'TUBB1': 5528, 'TUBB2A': 1851, 'TUBB2B': 17128, 'TUBB3': inf, 'TUBB4A': 7461, 'TUBB4B': 17171}",1851.0,0,0,0,0
Docetaxel,CVCL_1495,2940,"TUBB1,TUBB2A,TUBB2B,TUBB3,TUBB4A,TUBB4B","{'TUBB1': 6088, 'TUBB2A': 7460, 'TUBB2B': 10774, 'TUBB3': inf, 'TUBB4A': 6687, 'TUBB4B': inf}",6088.0,0,0,0,0
Tucidinostat,CVCL_1550,11256,"HDAC1,HDAC10,HDAC11,HDAC2,HDAC3,HDAC8","{'HDAC1': inf, 'HDAC10': inf, 'HDAC11': 2016, 'HDAC2': 13669, 'HDAC3': inf, 'HDAC8': 14088}",2016.0,0,0,0,0
Tucidinostat,CVCL_0480,16722,"HDAC1,HDAC10,HDAC11,HDAC2,HDAC3,HDAC8","{'HDAC1': inf, 'HDAC10': inf, 'HDAC11': 14290, 'HDAC2': 13922, 'HDAC3': inf, 'HDAC8': 15458}",13922.0,0,0,0,0
Tucidinostat,CVCL_0371,10746,"HDAC1,HDAC10,HDAC11,HDAC2,HDAC3,HDAC8","{'HDAC1': inf, 'HDAC10': inf, 'HDAC11': 1663, 'HDAC2': 19263, 'HDAC3': inf, 'HDAC8': 15211}",1663.0,0,0,0,0
Tucidinostat,CVCL_0397,3660,"HDAC1,HDAC10,HDAC11,HDAC2,HDAC3,HDAC8","{'HDAC1': inf, 'HDAC10': inf, 'HDAC11': 2652, 'HDAC2': 10530, 'HDAC3': inf, 'HDAC8': inf}",2652.0,0,0,0,0
Tucidinostat,CVCL_1495,8712,"HDAC1,HDAC10,HDAC11,HDAC2,HDAC3,HDAC8","{'HDAC1': inf, 'HDAC10': inf, 'HDAC11': 1256, 'HDAC2': 16198, 'HDAC3': inf, 'HDAC8': 14712}",1256.0,0,0,0,0
Tucidinostat,CVCL_1055,6012,"HDAC1,HDAC10,HDAC11,HDAC2,HDAC3,HDAC8","{'HDAC1': inf, 'HDAC10': inf, 'HDAC11': 4033, 'HDAC2': 12953, 'HDAC3': inf, 'HDAC8': 14494}",4033.0,0,0,0,0
Tucidinostat,CVCL_1119,7626,"HDAC1,HDAC10,HDAC11,HDAC2,HDAC3,HDAC8","{'HDAC1': inf, 'HDAC10': inf, 'HDAC11': 13574, 'HDAC2': 12660, 'HDAC3': inf, 'HDAC8': 13619}",12660.0,0,0,0,0
Tucidinostat,CVCL_0366,5094,"HDAC1,HDAC10,HDAC11,HDAC2,HDAC3,HDAC8","{'HDAC1': inf, 'HDAC10': inf, 'HDAC11': 3334, 'HDAC2': inf, 'HDAC3': inf, 'HDAC8': 13950}",3334.0,0,0,0,0
Tucidinostat,CVCL_0131,3960,"HDAC1,HDAC10,HDAC11,HDAC2,HDAC3,HDAC8","{'HDAC1': inf, 'HDAC10': inf, 'HDAC11': 9577, 'HDAC2': inf, 'HDAC3': inf, 'HDAC8': inf}",9577.0,0,0,0,0
Tucidinostat,CVCL_0069,2220,"HDAC1,HDAC10,HDAC11,HDAC2,HDAC3,HDAC8","{'HDAC1': inf, 'HDAC10': inf, 'HDAC11': 863, 'HDAC2': inf, 'HDAC3': inf, 'HDAC8': inf}",863.0,0,0,0,0
Tucidinostat,CVCL_1717,9108,"HDAC1,HDAC10,HDAC11,HDAC2,HDAC3,HDAC8","{'HDAC1': inf, 'HDAC10': inf, 'HDAC11': 3790, 'HDAC2': 18706, 'HDAC3': inf, 'HDAC8': 16482}",3790.0,0,0,0,0
Tucidinostat,CVCL_1635,7572,"HDAC1,HDAC10,HDAC11,HDAC2,HDAC3,HDAC8","{'HDAC1': inf, 'HDAC10': inf, 'HDAC11': 2720, 'HDAC2': 13017, 'HDAC3': inf, 'HDAC8': 18173}",2720.0,0,0,0,0
Tucidinostat,CVCL_0459,702,"HDAC1,HDAC10,HDAC11,HDAC2,HDAC3,HDAC8","{'HDAC1': inf, 'HDAC10': inf, 'HDAC11': 1777, 'HDAC2': inf, 'HDAC3': inf, 'HDAC8': inf}",1777.0,0,0,0,0
Tucidinostat,CVCL_1547,10122,"HDAC1,HDAC10,HDAC11,HDAC2,HDAC3,HDAC8","{'HDAC1': inf, 'HDAC10': inf, 'HDAC11': 2100, 'HDAC2': 12622, 'HDAC3': inf, 'HDAC8': 15581}",2100.0,0,0,0,0
Tucidinostat,CVCL_0293,8178,"HDAC1,HDAC10,HDAC11,HDAC2,HDAC3,HDAC8","{'HDAC1': inf, 'HDAC10': inf, 'HDAC11': 4117, 'HDAC2': 12116, 'HDAC3': inf, 'HDAC8': 15794}",4117.0,0,0,0,0
Tucidinostat,CVCL_0428,1206,"HDAC1,HDAC10,HDAC11,HDAC2,HDAC3,HDAC8","{'HDAC1': inf, 'HDAC10': inf, 'HDAC11': 836, 'HDAC2': inf, 'HDAC3': inf, 'HDAC8': inf}",836.0,0,0,0,0
Tucidinostat,CVCL_0292,3402,"HDAC1,HDAC10,HDAC11,HDAC2,HDAC3,HDAC8","{'HDAC1': inf, 'HDAC10': inf, 'HDAC11': 276, 'HDAC2': 11363, 'HDAC3': inf, 'HDAC8': inf}",276.0,0,0,0,0
Tucidinostat,CVCL_1715,912,"HDAC1,HDAC10,HDAC11,HDAC2,HDAC3,HDAC8","{'HDAC1': inf, 'HDAC10': inf, 'HDAC11': 6975, 'HDAC2': inf, 'HDAC3': inf, 'HDAC8': 10605}",6975.0,0,0,0,0
Tucidinostat,CVCL_1285,516,"HDAC1,HDAC10,HDAC11,HDAC2,HDAC3,HDAC8","{'HDAC1': inf, 'HDAC10': inf, 'HDAC11': 195, 'HDAC2': inf, 'HDAC3': inf, 'HDAC8': inf}",195.0,0,0,0,0
Triamcinolone,CVCL_0371,1816,NR3C1,{'NR3C1': 17796},17796.0,0,0,0,0
Triamcinolone,CVCL_1717,1430,NR3C1,{'NR3C1': 17851},17851.0,0,0,0,0
Triamcinolone,CVCL_0397,433,NR3C1,{'NR3C1': inf},inf,0,0,0,0
Triamcinolone,CVCL_0293,1299,NR3C1,{'NR3C1': 17262},17262.0,0,0,0,0
Triamcinolone,CVCL_0480,2342,NR3C1,{'NR3C1': 16537},16537.0,0,0,0,0
Triamcinolone,CVCL_0366,630,NR3C1,{'NR3C1': inf},inf,0,0,0,0
Triamcinolone,CVCL_1547,1530,NR3C1,{'NR3C1': inf},inf,0,0,0,0
