drug,cell_line_id,n_cells,target_genes,gene_ranks,n_in_top5,n_in_top10,n_in_top50,n_in_top100,best_rank
Elagolix sodium,CVCL_1125,1,GNRHR,{'GNRHR': 9179},0,0,0,0,9179
Elagolix sodium,CVCL_1716,2,GNRHR,{'GNRHR': 9378},0,0,0,0,9378
Elagolix sodium,CVCL_0028,1,GNRHR,{'GNRHR': 9183},0,0,0,0,9183
Fluvoxamine (maleate),CVCL_0480,2040,SLC6A4,{'SLC6A4': 14224},0,0,0,0,14224
Fluvoxamine (maleate),CVCL_1119,1299,SLC6A4,{'SLC6A4': 23604},0,0,0,0,23604
Fluvoxamine (maleate),CVCL_1285,309,SLC6A4,{'SLC6A4': 12411},0,0,0,0,12411
Fluvoxamine (maleate),CVCL_0359,55,SLC6A4,{'SLC6A4': 17681},0,0,0,0,17681
Fluvoxamine (maleate),CVCL_0332,118,SLC6A4,{'SLC6A4': 20335},0,0,0,0,20335
Fluvoxamine (maleate),CVCL_1635,1089,SLC6A4,{'SLC6A4': 23323},0,0,0,0,23323
Fluvoxamine (maleate),CVCL_0366,666,SLC6A4,{'SLC6A4': 4638},0,0,0,0,4638
Fluvoxamine (maleate),CVCL_1495,1046,SLC6A4,{'SLC6A4': 23179},0,0,0,0,23179
Fluvoxamine (maleate),CVCL_1717,1328,SLC6A4,{'SLC6A4': 17169},0,0,0,0,17169
Fluvoxamine (maleate),CVCL_0371,1559,SLC6A4,{'SLC6A4': 19579},0,0,0,0,19579
Fluvoxamine (maleate),CVCL_1550,1673,SLC6A4,{'SLC6A4': 23457},0,0,0,0,23457
Fluvoxamine (maleate),CVCL_0131,622,SLC6A4,{'SLC6A4': 14286},0,0,0,0,14286
Fluvoxamine (maleate),CVCL_1547,1480,SLC6A4,{'SLC6A4': 24184},0,0,0,0,24184
Fluvoxamine (maleate),CVCL_0293,1150,SLC6A4,{'SLC6A4': 15638},0,0,0,0,15638
Fluvoxamine (maleate),CVCL_1055,1113,SLC6A4,{'SLC6A4': 16947},0,0,0,0,16947
Fluvoxamine (maleate),CVCL_0428,223,SLC6A4,{'SLC6A4': 22008},0,0,0,0,22008
Fluvoxamine (maleate),CVCL_0069,313,SLC6A4,{'SLC6A4': 22227},0,0,0,0,22227
Fluvoxamine (maleate),CVCL_1478,37,SLC6A4,{'SLC6A4': 10622},0,0,0,0,10622
Fluvoxamine (maleate),CVCL_0459,374,SLC6A4,{'SLC6A4': 21999},0,0,0,0,21999
Fluvoxamine (maleate),CVCL_1577,49,SLC6A4,{'SLC6A4': 19010},0,0,0,0,19010
Fluvoxamine (maleate),CVCL_0397,421,SLC6A4,{'SLC6A4': 21399},0,0,0,0,21399
Fluvoxamine (maleate),CVCL_0292,536,SLC6A4,{'SLC6A4': 14248},0,0,0,0,14248
Fluvoxamine (maleate),CVCL_0399,293,SLC6A4,{'SLC6A4': 19095},0,0,0,0,19095
Fluvoxamine (maleate),CVCL_1724,139,SLC6A4,{'SLC6A4': 18074},0,0,0,0,18074
Fluvoxamine (maleate),CVCL_0099,66,SLC6A4,{'SLC6A4': 17663},0,0,0,0,17663
Fluvoxamine (maleate),CVCL_1716,6,SLC6A4,{'SLC6A4': 10373},0,0,0,0,10373
Fluvoxamine (maleate),CVCL_1715,109,SLC6A4,{'SLC6A4': 12343},0,0,0,0,12343
Fluvoxamine (maleate),CVCL_1531,22,SLC6A4,{'SLC6A4': 16424},0,0,0,0,16424
Fluvoxamine (maleate),CVCL_0152,100,SLC6A4,{'SLC6A4': 11799},0,0,0,0,11799
Fluvoxamine (maleate),CVCL_1097,131,SLC6A4,{'SLC6A4': 21271},0,0,0,0,21271
Fluvoxamine (maleate),CVCL_1731,123,SLC6A4,{'SLC6A4': 20369},0,0,0,0,20369
Fluvoxamine (maleate),CVCL_0504,76,SLC6A4,{'SLC6A4': 14095},0,0,0,0,14095
Fluvoxamine (maleate),CVCL_1239,58,SLC6A4,{'SLC6A4': 20704},0,0,0,0,20704
Fluvoxamine (maleate),CVCL_0179,94,SLC6A4,{'SLC6A4': 16100},0,0,0,0,16100
Fluvoxamine (maleate),CVCL_1056,181,SLC6A4,{'SLC6A4': 15893},0,0,0,0,15893
Fluvoxamine (maleate),CVCL_1381,91,SLC6A4,{'SLC6A4': 11948},0,0,0,0,11948
Fluvoxamine (maleate),CVCL_1693,73,SLC6A4,{'SLC6A4': 16563},0,0,0,0,16563
Fluvoxamine (maleate),CVCL_0023,209,SLC6A4,{'SLC6A4': 20684},0,0,0,0,20684
Fluvoxamine (maleate),CVCL_1517,177,SLC6A4,{'SLC6A4': 21586},0,0,0,0,21586
Fluvoxamine (maleate),CVCL_C466,132,SLC6A4,{'SLC6A4': 21441},0,0,0,0,21441
Fluvoxamine (maleate),CVCL_1098,91,SLC6A4,{'SLC6A4': 14859},0,0,0,0,14859
Fluvoxamine (maleate),CVCL_1094,119,SLC6A4,{'SLC6A4': 19938},0,0,0,0,19938
Fluvoxamine (maleate),CVCL_0546,88,SLC6A4,{'SLC6A4': 10656},0,0,0,0,10656
Fluvoxamine (maleate),CVCL_0334,62,SLC6A4,{'SLC6A4': 18980},0,0,0,0,18980
Fluvoxamine (maleate),CVCL_0218,57,SLC6A4,{'SLC6A4': 15002},0,0,0,0,15002
Fluvoxamine (maleate),CVCL_0028,2,SLC6A4,{'SLC6A4': 10037},0,0,0,0,10037
Fluvoxamine (maleate),CVCL_1125,1,SLC6A4,{'SLC6A4': 9256},0,0,0,0,9256
Furosemide,CVCL_0366,1312,"SLC12A1,SLC12A2","{'SLC12A1': 768, 'SLC12A2': 7899}",0,0,0,0,768
Furosemide,CVCL_1119,2258,"SLC12A1,SLC12A2","{'SLC12A1': 2247, 'SLC12A2': 8266}",0,0,0,0,2247
Furosemide,CVCL_1055,1718,"SLC12A1,SLC12A2","{'SLC12A1': 270, 'SLC12A2': 7245}",0,0,0,0,270
Furosemide,CVCL_1635,2120,"SLC12A1,SLC12A2","{'SLC12A1': 1789, 'SLC12A2': 6676}",0,0,0,0,1789
Furosemide,CVCL_0459,894,"SLC12A1,SLC12A2","{'SLC12A1': 348, 'SLC12A2': 10112}",0,0,0,0,348
Furosemide,CVCL_0480,4280,"SLC12A1,SLC12A2","{'SLC12A1': 167, 'SLC12A2': 5647}",0,0,0,0,167
Furosemide,CVCL_1717,2538,"SLC12A1,SLC12A2","{'SLC12A1': 5338, 'SLC12A2': 7301}",0,0,0,0,5338
Furosemide,CVCL_0131,1402,"SLC12A1,SLC12A2","{'SLC12A1': 1674, 'SLC12A2': 11761}",0,0,0,0,1674
Furosemide,CVCL_1547,2680,"SLC12A1,SLC12A2","{'SLC12A1': 520, 'SLC12A2': 6772}",0,0,0,0,520
Furosemide,CVCL_1550,3238,"SLC12A1,SLC12A2","{'SLC12A1': 3447, 'SLC12A2': 6314}",0,0,0,0,3447
Furosemide,CVCL_1724,304,"SLC12A1,SLC12A2","{'SLC12A1': 2529, 'SLC12A2': 3540}",0,0,0,0,2529
Furosemide,CVCL_1495,2098,"SLC12A1,SLC12A2","{'SLC12A1': 2017, 'SLC12A2': 7436}",0,0,0,0,2017
Furosemide,CVCL_0292,950,"SLC12A1,SLC12A2","{'SLC12A1': 1268, 'SLC12A2': 6412}",0,0,0,0,1268
Furosemide,CVCL_0069,672,"SLC12A1,SLC12A2","{'SLC12A1': 1509, 'SLC12A2': 7779}",0,0,0,0,1509
Furosemide,CVCL_0371,3100,"SLC12A1,SLC12A2","{'SLC12A1': 1707, 'SLC12A2': 6560}",0,0,0,0,1707
Furosemide,CVCL_1381,226,"SLC12A1,SLC12A2","{'SLC12A1': 1057, 'SLC12A2': 3891}",0,0,0,0,1057
Furosemide,CVCL_1577,126,"SLC12A1,SLC12A2","{'SLC12A1': 1326, 'SLC12A2': 14512}",0,0,0,0,1326
Furosemide,CVCL_0428,538,"SLC12A1,SLC12A2","{'SLC12A1': 653, 'SLC12A2': 3946}",0,0,0,0,653
Furosemide,CVCL_0293,2264,"SLC12A1,SLC12A2","{'SLC12A1': 1234, 'SLC12A2': 6733}",0,0,0,0,1234
Furosemide,CVCL_1731,240,"SLC12A1,SLC12A2","{'SLC12A1': 951, 'SLC12A2': 6721}",0,0,0,0,951
Furosemide,CVCL_1715,388,"SLC12A1,SLC12A2","{'SLC12A1': 816, 'SLC12A2': 9068}",0,0,0,0,816
Furosemide,CVCL_0359,98,"SLC12A1,SLC12A2","{'SLC12A1': 2288, 'SLC12A2': 10280}",0,0,0,0,2288
Furosemide,CVCL_0152,208,"SLC12A1,SLC12A2","{'SLC12A1': 3207, 'SLC12A2': 12480}",0,0,0,0,3207
Furosemide,CVCL_1056,370,"SLC12A1,SLC12A2","{'SLC12A1': 2050, 'SLC12A2': 14536}",0,0,0,0,2050
Furosemide,CVCL_0397,1110,"SLC12A1,SLC12A2","{'SLC12A1': 5850, 'SLC12A2': 5736}",0,0,0,0,5736
Furosemide,CVCL_1285,648,"SLC12A1,SLC12A2","{'SLC12A1': 572, 'SLC12A2': 8903}",0,0,0,0,572
Furosemide,CVCL_0546,178,"SLC12A1,SLC12A2","{'SLC12A1': 4225, 'SLC12A2': 4218}",0,0,0,0,4218
Furosemide,CVCL_0504,212,"SLC12A1,SLC12A2","{'SLC12A1': 4745, 'SLC12A2': 3614}",0,0,0,0,3614
Furosemide,CVCL_1097,320,"SLC12A1,SLC12A2","{'SLC12A1': 1187, 'SLC12A2': 8084}",0,0,0,0,1187
Furosemide,CVCL_1531,56,"SLC12A1,SLC12A2","{'SLC12A1': 2245, 'SLC12A2': 12540}",0,0,0,0,2245
Furosemide,CVCL_0399,604,"SLC12A1,SLC12A2","{'SLC12A1': 1394, 'SLC12A2': 7892}",0,0,0,0,1394
Furosemide,CVCL_0099,188,"SLC12A1,SLC12A2","{'SLC12A1': 1481, 'SLC12A2': 5173}",0,0,0,0,1481
Furosemide,CVCL_1478,46,"SLC12A1,SLC12A2","{'SLC12A1': 2286, 'SLC12A2': 4162}",0,0,0,0,2286
Furosemide,CVCL_0320,8,"SLC12A1,SLC12A2","{'SLC12A1': 11175, 'SLC12A2': 12840}",0,0,0,0,11175
Furosemide,CVCL_1239,154,"SLC12A1,SLC12A2","{'SLC12A1': 8296, 'SLC12A2': 18180}",0,0,0,0,8296
Furosemide,CVCL_0332,204,"SLC12A1,SLC12A2","{'SLC12A1': 1582, 'SLC12A2': 10187}",0,0,0,0,1582
Furosemide,CVCL_1716,14,"SLC12A1,SLC12A2","{'SLC12A1': 12367, 'SLC12A2': 11280}",0,0,0,0,11280
Furosemide,CVCL_1517,382,"SLC12A1,SLC12A2","{'SLC12A1': 5582, 'SLC12A2': 4778}",0,0,0,0,4778
Furosemide,CVCL_0218,144,"SLC12A1,SLC12A2","{'SLC12A1': 2758, 'SLC12A2': 11582}",0,0,0,0,2758
Furosemide,CVCL_1094,270,"SLC12A1,SLC12A2","{'SLC12A1': 226, 'SLC12A2': 12671}",0,0,0,0,226
Furosemide,CVCL_1098,226,"SLC12A1,SLC12A2","{'SLC12A1': 3081, 'SLC12A2': 11078}",0,0,0,0,3081
Furosemide,CVCL_0179,240,"SLC12A1,SLC12A2","{'SLC12A1': 5967, 'SLC12A2': 4330}",0,0,0,0,4330
Furosemide,CVCL_0023,386,"SLC12A1,SLC12A2","{'SLC12A1': 6891, 'SLC12A2': 5642}",0,0,0,0,5642
Furosemide,CVCL_C466,308,"SLC12A1,SLC12A2","{'SLC12A1': 3344, 'SLC12A2': 6562}",0,0,0,0,3344
Furosemide,CVCL_0334,116,"SLC12A1,SLC12A2","{'SLC12A1': 794, 'SLC12A2': 8370}",0,0,0,0,794
Furosemide,CVCL_1693,162,"SLC12A1,SLC12A2","{'SLC12A1': 7949, 'SLC12A2': 4996}",0,0,0,0,4996
Furosemide,CVCL_1125,2,"SLC12A1,SLC12A2","{'SLC12A1': 11903, 'SLC12A2': 10302}",0,0,0,0,10302
Gemfibrozil,CVCL_1547,6640,"CYP1A2,CYP2C19,CYP2C8,CYP2C9,PPARA","{'CYP1A2': 3600, 'CYP2C19': 16745, 'CYP2C8': 29725, 'CYP2C9': 14282, 'PPARA': 28297}",0,0,0,0,3600
Gemfibrozil,CVCL_1550,8585,"CYP1A2,CYP2C19,CYP2C8,CYP2C9,PPARA","{'CYP1A2': 4699, 'CYP2C19': 30719, 'CYP2C8': 19620, 'CYP2C9': 13540, 'PPARA': 16121}",0,0,0,0,4699
Gemfibrozil,CVCL_1717,6880,"CYP1A2,CYP2C19,CYP2C8,CYP2C9,PPARA","{'CYP1A2': 7448, 'CYP2C19': 28671, 'CYP2C8': 20028, 'CYP2C9': 11769, 'PPARA': 10244}",0,0,0,0,7448
Gemfibrozil,CVCL_0371,8310,"CYP1A2,CYP2C19,CYP2C8,CYP2C9,PPARA","{'CYP1A2': 2646, 'CYP2C19': 27730, 'CYP2C8': 28665, 'CYP2C9': 10066, 'PPARA': 8549}",0,0,0,0,2646
Gemfibrozil,CVCL_0399,930,"CYP1A2,CYP2C19,CYP2C8,CYP2C9,PPARA","{'CYP1A2': 10193, 'CYP2C19': 16082, 'CYP2C8': 18271, 'CYP2C9': 12280, 'PPARA': 6447}",0,0,0,0,6447
Gemfibrozil,CVCL_0480,11980,"CYP1A2,CYP2C19,CYP2C8,CYP2C9,PPARA","{'CYP1A2': 4242, 'CYP2C19': 30746, 'CYP2C8': 20092, 'CYP2C9': 12406, 'PPARA': 17275}",0,0,0,0,4242
Gemfibrozil,CVCL_0131,3825,"CYP1A2,CYP2C19,CYP2C8,CYP2C9,PPARA","{'CYP1A2': 6505, 'CYP2C19': 27208, 'CYP2C8': 20782, 'CYP2C9': 11954, 'PPARA': 29451}",0,0,0,0,6505
Gemfibrozil,CVCL_1119,6070,"CYP1A2,CYP2C19,CYP2C8,CYP2C9,PPARA","{'CYP1A2': 5914, 'CYP2C19': 30647, 'CYP2C8': 29059, 'CYP2C9': 12750, 'PPARA': 15704}",0,0,0,0,5914
Gemfibrozil,CVCL_1635,5595,"CYP1A2,CYP2C19,CYP2C8,CYP2C9,PPARA","{'CYP1A2': 7895, 'CYP2C19': 27790, 'CYP2C8': 17790, 'CYP2C9': 12219, 'PPARA': 14041}",0,0,0,0,7895
Gemfibrozil,CVCL_1495,5705,"CYP1A2,CYP2C19,CYP2C8,CYP2C9,PPARA","{'CYP1A2': 3454, 'CYP2C19': 25349, 'CYP2C8': 29217, 'CYP2C9': 10572, 'PPARA': 15917}",0,0,0,0,3454
Gemfibrozil,CVCL_0332,435,"CYP1A2,CYP2C19,CYP2C8,CYP2C9,PPARA","{'CYP1A2': 3738, 'CYP2C19': 14374, 'CYP2C8': 16468, 'CYP2C9': 16470, 'PPARA': 30682}",0,0,0,0,3738
Gemfibrozil,CVCL_0366,3990,"CYP1A2,CYP2C19,CYP2C8,CYP2C9,PPARA","{'CYP1A2': 5651, 'CYP2C19': 27558, 'CYP2C8': 18491, 'CYP2C9': 15980, 'PPARA': 26162}",0,0,0,0,5651
Gemfibrozil,CVCL_1731,325,"CYP1A2,CYP2C19,CYP2C8,CYP2C9,PPARA","{'CYP1A2': 7629, 'CYP2C19': 11263, 'CYP2C8': 14883, 'CYP2C9': 14882, 'PPARA': 25591}",0,0,0,0,7629
Gemfibrozil,CVCL_0397,3160,"CYP1A2,CYP2C19,CYP2C8,CYP2C9,PPARA","{'CYP1A2': 1578, 'CYP2C19': 29771, 'CYP2C8': 17521, 'CYP2C9': 12179, 'PPARA': 3579}",0,0,0,0,1578
Gemfibrozil,CVCL_0428,1700,"CYP1A2,CYP2C19,CYP2C8,CYP2C9,PPARA","{'CYP1A2': 11044, 'CYP2C19': 15309, 'CYP2C8': 17297, 'CYP2C9': 12668, 'PPARA': 26343}",0,0,0,0,11044
Gemfibrozil,CVCL_0293,6365,"CYP1A2,CYP2C19,CYP2C8,CYP2C9,PPARA","{'CYP1A2': 3001, 'CYP2C19': 29789, 'CYP2C8': 19457, 'CYP2C9': 10626, 'PPARA': 15393}",0,0,0,0,3001
Gemfibrozil,CVCL_0292,2120,"CYP1A2,CYP2C19,CYP2C8,CYP2C9,PPARA","{'CYP1A2': 5235, 'CYP2C19': 27596, 'CYP2C8': 16232, 'CYP2C9': 13625, 'PPARA': 11958}",0,0,0,0,5235
Gemfibrozil,CVCL_0069,1690,"CYP1A2,CYP2C19,CYP2C8,CYP2C9,PPARA","{'CYP1A2': 5050, 'CYP2C19': 30792, 'CYP2C8': 12223, 'CYP2C9': 10151, 'PPARA': 23210}",0,0,0,0,5050
Gemfibrozil,CVCL_0359,315,"CYP1A2,CYP2C19,CYP2C8,CYP2C9,PPARA","{'CYP1A2': 6108, 'CYP2C19': 9710, 'CYP2C8': 14557, 'CYP2C9': 14468, 'PPARA': 27612}",0,0,0,0,6108
Gemfibrozil,CVCL_1055,4475,"CYP1A2,CYP2C19,CYP2C8,CYP2C9,PPARA","{'CYP1A2': 2335, 'CYP2C19': 16897, 'CYP2C8': 29101, 'CYP2C9': 11761, 'PPARA': 26001}",0,0,0,0,2335
Gemfibrozil,CVCL_1577,355,"CYP1A2,CYP2C19,CYP2C8,CYP2C9,PPARA","{'CYP1A2': 2172, 'CYP2C19': 26704, 'CYP2C8': 15824, 'CYP2C9': 15822, 'PPARA': 12263}",0,0,0,0,2172
Gemfibrozil,CVCL_0459,1495,"CYP1A2,CYP2C19,CYP2C8,CYP2C9,PPARA","{'CYP1A2': 7161, 'CYP2C19': 27745, 'CYP2C8': 16855, 'CYP2C9': 11130, 'PPARA': 22300}",0,0,0,0,7161
Gemfibrozil,CVCL_1285,1400,"CYP1A2,CYP2C19,CYP2C8,CYP2C9,PPARA","{'CYP1A2': 4974, 'CYP2C19': 27763, 'CYP2C8': 17090, 'CYP2C9': 17092, 'PPARA': 13310}",0,0,0,0,4974
Gemfibrozil,CVCL_1715,985,"CYP1A2,CYP2C19,CYP2C8,CYP2C9,PPARA","{'CYP1A2': 4134, 'CYP2C19': 28670, 'CYP2C8': 15153, 'CYP2C9': 15155, 'PPARA': 29995}",0,0,0,0,4134
Gemfibrozil,CVCL_1056,790,"CYP1A2,CYP2C19,CYP2C8,CYP2C9,PPARA","{'CYP1A2': 2787, 'CYP2C19': 15865, 'CYP2C8': 18067, 'CYP2C9': 11689, 'PPARA': 26223}",0,0,0,0,2787
Gemfibrozil,CVCL_1724,525,"CYP1A2,CYP2C19,CYP2C8,CYP2C9,PPARA","{'CYP1A2': 2070, 'CYP2C19': 11762, 'CYP2C8': 13207, 'CYP2C9': 13195, 'PPARA': 25660}",0,0,0,0,2070
Gemfibrozil,CVCL_0099,275,"CYP1A2,CYP2C19,CYP2C8,CYP2C9,PPARA","{'CYP1A2': 3369, 'CYP2C19': 9146, 'CYP2C8': 14258, 'CYP2C9': 14257, 'PPARA': 27615}",0,0,0,0,3369
Gemfibrozil,CVCL_1478,125,"CYP1A2,CYP2C19,CYP2C8,CYP2C9,PPARA","{'CYP1A2': 5297, 'CYP2C19': 8013, 'CYP2C8': 14238, 'CYP2C9': 14239, 'PPARA': 27222}",0,0,0,0,5297
Gemfibrozil,CVCL_0152,410,"CYP1A2,CYP2C19,CYP2C8,CYP2C9,PPARA","{'CYP1A2': 16576, 'CYP2C19': 11710, 'CYP2C8': 16486, 'CYP2C9': 16484, 'PPARA': 27520}",0,0,0,0,11710
Gemfibrozil,CVCL_0023,590,"CYP1A2,CYP2C19,CYP2C8,CYP2C9,PPARA","{'CYP1A2': 6494, 'CYP2C19': 26809, 'CYP2C8': 15352, 'CYP2C9': 7520, 'PPARA': 22659}",0,0,0,0,6494
Gemfibrozil,CVCL_1531,110,"CYP1A2,CYP2C19,CYP2C8,CYP2C9,PPARA","{'CYP1A2': 5699, 'CYP2C19': 7356, 'CYP2C8': 12885, 'CYP2C9': 12883, 'PPARA': 27199}",0,0,0,0,5699
Gemfibrozil,CVCL_0320,15,"CYP1A2,CYP2C19,CYP2C8,CYP2C9,PPARA","{'CYP1A2': 13434, 'CYP2C19': 7103, 'CYP2C8': 14134, 'CYP2C9': 14132, 'PPARA': 26270}",0,0,0,0,7103
Gemfibrozil,CVCL_0179,270,"CYP1A2,CYP2C19,CYP2C8,CYP2C9,PPARA","{'CYP1A2': 10472, 'CYP2C19': 10959, 'CYP2C8': 17880, 'CYP2C9': 17837, 'PPARA': 25628}",0,0,0,0,10472
Gemfibrozil,CVCL_1239,250,"CYP1A2,CYP2C19,CYP2C8,CYP2C9,PPARA","{'CYP1A2': 4615, 'CYP2C19': 27460, 'CYP2C8': 9639, 'CYP2C9': 9655, 'PPARA': 28835}",0,0,0,0,4615
Gemfibrozil,CVCL_0546,230,"CYP1A2,CYP2C19,CYP2C8,CYP2C9,PPARA","{'CYP1A2': 12629, 'CYP2C19': 8278, 'CYP2C8': 13006, 'CYP2C9': 12983, 'PPARA': 27638}",0,0,0,0,8278
Gemfibrozil,CVCL_0504,300,"CYP1A2,CYP2C19,CYP2C8,CYP2C9,PPARA","{'CYP1A2': 3736, 'CYP2C19': 9435, 'CYP2C8': 15291, 'CYP2C9': 15290, 'PPARA': 27635}",0,0,0,0,3736
Gemfibrozil,CVCL_1125,15,"CYP1A2,CYP2C19,CYP2C8,CYP2C9,PPARA","{'CYP1A2': 13196, 'CYP2C19': 6999, 'CYP2C8': 14133, 'CYP2C9': 14132, 'PPARA': 26167}",0,0,0,0,6999
Gemfibrozil,CVCL_1381,355,"CYP1A2,CYP2C19,CYP2C8,CYP2C9,PPARA","{'CYP1A2': 5455, 'CYP2C19': 11186, 'CYP2C8': 13486, 'CYP2C9': 13484, 'PPARA': 27689}",0,0,0,0,5455
Gemfibrozil,CVCL_1693,170,"CYP1A2,CYP2C19,CYP2C8,CYP2C9,PPARA","{'CYP1A2': 7184, 'CYP2C19': 8657, 'CYP2C8': 14594, 'CYP2C9': 14592, 'PPARA': 27515}",0,0,0,0,7184
Gemfibrozil,CVCL_1097,485,"CYP1A2,CYP2C19,CYP2C8,CYP2C9,PPARA","{'CYP1A2': 4530, 'CYP2C19': 13296, 'CYP2C8': 15863, 'CYP2C9': 15852, 'PPARA': 8974}",0,0,0,0,4530
Gemfibrozil,CVCL_1517,710,"CYP1A2,CYP2C19,CYP2C8,CYP2C9,PPARA","{'CYP1A2': 2743, 'CYP2C19': 30983, 'CYP2C8': 17821, 'CYP2C9': 8093, 'PPARA': 26220}",0,0,0,0,2743
Gemfibrozil,CVCL_C466,255,"CYP1A2,CYP2C19,CYP2C8,CYP2C9,PPARA","{'CYP1A2': 4903, 'CYP2C19': 12083, 'CYP2C8': 13653, 'CYP2C9': 13651, 'PPARA': 27537}",0,0,0,0,4903
Gemfibrozil,CVCL_1098,210,"CYP1A2,CYP2C19,CYP2C8,CYP2C9,PPARA","{'CYP1A2': 3864, 'CYP2C19': 11674, 'CYP2C8': 12940, 'CYP2C9': 6455, 'PPARA': 27510}",0,0,0,0,3864
Gemfibrozil,CVCL_1094,265,"CYP1A2,CYP2C19,CYP2C8,CYP2C9,PPARA","{'CYP1A2': 5950, 'CYP2C19': 10490, 'CYP2C8': 14460, 'CYP2C9': 14458, 'PPARA': 25478}",0,0,0,0,5950
Gemfibrozil,CVCL_0334,215,"CYP1A2,CYP2C19,CYP2C8,CYP2C9,PPARA","{'CYP1A2': 2150, 'CYP2C19': 11760, 'CYP2C8': 16919, 'CYP2C9': 16918, 'PPARA': 27565}",0,0,0,0,2150
Gemfibrozil,CVCL_0218,80,"CYP1A2,CYP2C19,CYP2C8,CYP2C9,PPARA","{'CYP1A2': 4909, 'CYP2C19': 7197, 'CYP2C8': 13394, 'CYP2C9': 13393, 'PPARA': 2774}",0,0,0,0,2774
Gemfibrozil,CVCL_1716,20,"CYP1A2,CYP2C19,CYP2C8,CYP2C9,PPARA","{'CYP1A2': 14238, 'CYP2C19': 7679, 'CYP2C8': 13919, 'CYP2C9': 13947, 'PPARA': 26199}",0,0,0,0,7679
Goserelin (acetate),CVCL_0293,1239,GNRHR,{'GNRHR': 12497},0,0,0,0,12497
Goserelin (acetate),CVCL_1717,1611,GNRHR,{'GNRHR': 11903},0,0,0,0,11903
Goserelin (acetate),CVCL_1495,1439,GNRHR,{'GNRHR': 12131},0,0,0,0,12131
Goserelin (acetate),CVCL_1547,1849,GNRHR,{'GNRHR': 10122},0,0,0,0,10122
Goserelin (acetate),CVCL_0480,3066,GNRHR,{'GNRHR': 13697},0,0,0,0,13697
Goserelin (acetate),CVCL_1635,1293,GNRHR,{'GNRHR': 12570},0,0,0,0,12570
Goserelin (acetate),CVCL_0371,1993,GNRHR,{'GNRHR': 12805},0,0,0,0,12805
Goserelin (acetate),CVCL_1055,1169,GNRHR,{'GNRHR': 11733},0,0,0,0,11733
Goserelin (acetate),CVCL_1550,1948,GNRHR,{'GNRHR': 13176},0,0,0,0,13176
Goserelin (acetate),CVCL_1119,1236,GNRHR,{'GNRHR': 12306},0,0,0,0,12306
Goserelin (acetate),CVCL_0292,650,GNRHR,{'GNRHR': 11277},0,0,0,0,11277
Goserelin (acetate),CVCL_0397,460,GNRHR,{'GNRHR': 12818},0,0,0,0,12818
Goserelin (acetate),CVCL_0366,687,GNRHR,{'GNRHR': 12199},0,0,0,0,12199
Goserelin (acetate),CVCL_1715,235,GNRHR,{'GNRHR': 12599},0,0,0,0,12599
Goserelin (acetate),CVCL_1285,47,GNRHR,{'GNRHR': 7348},0,0,0,0,7348
Goserelin (acetate),CVCL_0131,332,GNRHR,{'GNRHR': 11249},0,0,0,0,11249
Goserelin (acetate),CVCL_0069,245,GNRHR,{'GNRHR': 11328},0,0,0,0,11328
Goserelin (acetate),CVCL_0152,10,GNRHR,{'GNRHR': 10714},0,0,0,0,10714
Goserelin (acetate),CVCL_0428,150,GNRHR,{'GNRHR': 10571},0,0,0,0,10571
Goserelin (acetate),CVCL_1577,85,GNRHR,{'GNRHR': 13809},0,0,0,0,13809
Goserelin (acetate),CVCL_0459,85,GNRHR,{'GNRHR': 12054},0,0,0,0,12054
Goserelin (acetate),CVCL_0099,5,GNRHR,{'GNRHR': 10282},0,0,0,0,10282
Goserelin (acetate),CVCL_0320,2,GNRHR,{'GNRHR': 9340},0,0,0,0,9340
Goserelin (acetate),CVCL_1531,32,GNRHR,{'GNRHR': 12650},0,0,0,0,12650
Goserelin (acetate),CVCL_0359,19,GNRHR,{'GNRHR': 11652},0,0,0,0,11652
Goserelin (acetate),CVCL_1724,52,GNRHR,{'GNRHR': 9660},0,0,0,0,9660
Goserelin (acetate),CVCL_0546,1,GNRHR,{'GNRHR': 9242},0,0,0,0,9242
Goserelin (acetate),CVCL_1731,4,GNRHR,{'GNRHR': 10230},0,0,0,0,10230
Goserelin (acetate),CVCL_1478,21,GNRHR,{'GNRHR': 12429},0,0,0,0,12429
Goserelin (acetate),CVCL_C466,2,GNRHR,{'GNRHR': 9359},0,0,0,0,9359
Goserelin (acetate),CVCL_0399,30,GNRHR,{'GNRHR': 10810},0,0,0,0,10810
Goserelin (acetate),CVCL_1716,1,GNRHR,{'GNRHR': 9253},0,0,0,0,9253
Goserelin (acetate),CVCL_1056,2,GNRHR,{'GNRHR': 9391},0,0,0,0,9391
Idarubicin (hydrochloride),CVCL_0366,596,TOP2A,{'TOP2A': 157},0,0,0,0,157
Idarubicin (hydrochloride),CVCL_1635,1342,TOP2A,{'TOP2A': 4114},0,0,0,0,4114
Idarubicin (hydrochloride),CVCL_1547,1517,TOP2A,{'TOP2A': 523},0,0,0,0,523
Idarubicin (hydrochloride),CVCL_0131,462,TOP2A,{'TOP2A': 4146},0,0,0,0,4146
Idarubicin (hydrochloride),CVCL_1550,2017,TOP2A,{'TOP2A': 3471},0,0,0,0,3471
Idarubicin (hydrochloride),CVCL_0428,177,TOP2A,{'TOP2A': 11354},0,0,0,0,11354
