target_gene,batch,cell_n
CENPO,Flex_1_11,26
CENPO,Flex_1_12,29
CENPO,Flex_1_13,21
CENPO,Flex_1_14,25
CENPO,Flex_1_15,30
CENPO,Flex_1_16,22
CENPO,Flex_2_01,32
CENPO,Flex_2_02,27
CENPO,Flex_2_03,28
CENPO,Flex_2_04,16
CENPO,Flex_2_05,19
CENPO,Flex_2_06,23
CENPO,Flex_2_07,27
CENPO,Flex_2_08,23
CENPO,Flex_2_09,23
CENPO,Flex_2_10,24
CENPO,Flex_2_11,21
CENPO,Flex_2_12,19
CENPO,Flex_2_13,25
CENPO,Flex_2_14,28
CENPO,Flex_2_15,31
CENPO,Flex_2_16,24
CENPO,Flex_3_01,27
CENPO,Flex_3_02,23
CENPO,Flex_3_03,23
CENPO,Flex_3_04,39
CENPO,Flex_3_05,21
CENPO,Flex_3_06,35
CENPO,Flex_3_07,32
CENPO,Flex_3_08,22
CENPO,Flex_3_09,13
CENPO,Flex_3_10,33
CENPO,Flex_3_11,36
CENPO,Flex_3_12,36
CENPO,Flex_3_13,23
CENPO,Flex_3_14,15
CENPO,Flex_3_15,23
CENPO,Flex_3_16,24
CHMP3,Flex_1_01,20
CHMP3,Flex_1_02,21
CHMP3,Flex_1_03,20
CHMP3,Flex_1_04,26
CHMP3,Flex_1_05,29
CHMP3,Flex_1_06,22
CHMP3,Flex_1_07,24
CHMP3,Flex_1_08,26
CHMP3,Flex_1_09,24
CHMP3,Flex_1_10,14
CHMP3,Flex_1_11,19
CHMP3,Flex_1_12,29
CHMP3,Flex_1_13,18
CHMP3,Flex_1_14,11
CHMP3,Flex_1_15,27
CHMP3,Flex_1_16,28
CHMP3,Flex_2_01,24
CHMP3,Flex_2_02,23
CHMP3,Flex_2_03,29
CHMP3,Flex_2_04,27
CHMP3,Flex_2_05,33
CHMP3,Flex_2_06,24
CHMP3,Flex_2_07,22
CHMP3,Flex_2_08,23
CHMP3,Flex_2_09,16
CHMP3,Flex_2_10,31
CHMP3,Flex_2_11,24
CHMP3,Flex_2_12,18
CHMP3,Flex_2_13,28
CHMP3,Flex_2_14,19
CHMP3,Flex_2_15,24
CHMP3,Flex_2_16,23
CHMP3,Flex_3_01,28
CHMP3,Flex_3_02,33
CHMP3,Flex_3_03,29
CHMP3,Flex_3_04,27
CHMP3,Flex_3_05,19
CHMP3,Flex_3_06,18
CHMP3,Flex_3_07,27
CHMP3,Flex_3_08,35
CHMP3,Flex_3_09,32
CHMP3,Flex_3_10,24
CHMP3,Flex_3_11,27
CHMP3,Flex_3_12,24
CHMP3,Flex_3_13,32
CHMP3,Flex_3_14,24
CHMP3,Flex_3_15,18
CHMP3,Flex_3_16,25
CLDN6,Flex_1_01,15
CLDN6,Flex_1_02,11
CLDN6,Flex_1_03,19
CLDN6,Flex_1_04,14
CLDN6,Flex_1_05,11
CLDN6,Flex_1_06,15
CLDN6,Flex_1_07,17
CLDN6,Flex_1_08,16
CLDN6,Flex_1_09,15
CLDN6,Flex_1_10,19
CLDN6,Flex_1_11,18
CLDN6,Flex_1_12,15
CLDN6,Flex_1_13,14
CLDN6,Flex_1_14,24
CLDN6,Flex_1_15,12
CLDN6,Flex_1_16,13
CLDN6,Flex_2_01,16
CLDN6,Flex_2_02,15
CLDN6,Flex_2_03,24
CLDN6,Flex_2_04,23
CLDN6,Flex_2_05,21
CLDN6,Flex_2_06,20
CLDN6,Flex_2_07,21
CLDN6,Flex_2_08,21
CLDN6,Flex_2_09,25
CLDN6,Flex_2_10,23
CLDN6,Flex_2_11,15
CLDN6,Flex_2_12,18
CLDN6,Flex_2_13,17
CLDN6,Flex_2_14,15
CLDN6,Flex_2_15,22
CLDN6,Flex_2_16,16
CLDN6,Flex_3_01,15
CLDN6,Flex_3_02,20
CLDN6,Flex_3_03,23
CLDN6,Flex_3_04,21
CLDN6,Flex_3_05,22
CLDN6,Flex_3_06,16
CLDN6,Flex_3_07,16
CLDN6,Flex_3_08,16
CLDN6,Flex_3_09,22
CLDN6,Flex_3_10,15
CLDN6,Flex_3_11,21
CLDN6,Flex_3_12,23
CLDN6,Flex_3_13,17
CLDN6,Flex_3_14,27
CLDN6,Flex_3_15,17
CLDN6,Flex_3_16,13
CLDN7,Flex_1_01,18
CLDN7,Flex_1_02,32
CLDN7,Flex_1_03,29
CLDN7,Flex_1_04,24
CLDN7,Flex_1_05,23
CLDN7,Flex_1_06,23
CLDN7,Flex_1_07,21
CLDN7,Flex_1_08,19
CLDN7,Flex_1_09,26
CLDN7,Flex_1_10,24
CLDN7,Flex_1_11,25
CLDN7,Flex_1_12,26
CLDN7,Flex_1_13,20
CLDN7,Flex_1_14,26
CLDN7,Flex_1_15,29
CLDN7,Flex_1_16,22
CLDN7,Flex_2_01,27
CLDN7,Flex_2_02,29
CLDN7,Flex_2_03,24
CLDN7,Flex_2_04,23
CLDN7,Flex_2_05,34
CLDN7,Flex_2_06,37
CLDN7,Flex_2_07,29
CLDN7,Flex_2_08,24
CLDN7,Flex_2_09,27
CLDN7,Flex_2_10,26
CLDN7,Flex_2_11,20
CLDN7,Flex_2_12,23
CLDN7,Flex_2_13,33
CLDN7,Flex_2_14,28
CLDN7,Flex_2_15,29
CLDN7,Flex_2_16,35
CLDN7,Flex_3_01,20
CLDN7,Flex_3_02,31
CLDN7,Flex_3_03,31
CLDN7,Flex_3_04,26
CLDN7,Flex_3_05,28
CLDN7,Flex_3_06,20
CLDN7,Flex_3_07,27
CLDN7,Flex_3_08,29
CLDN7,Flex_3_09,35
CLDN7,Flex_3_10,37
CLDN7,Flex_3_11,34
CLDN7,Flex_3_12,35
CLDN7,Flex_3_13,25
CLDN7,Flex_3_14,34
CLDN7,Flex_3_15,33
CLDN7,Flex_3_16,23
CREG1,Flex_1_01,32
CREG1,Flex_1_02,26
CREG1,Flex_1_03,29
CREG1,Flex_1_04,44
CREG1,Flex_1_05,25
CREG1,Flex_1_06,37
CREG1,Flex_1_07,31
CREG1,Flex_1_08,33
CREG1,Flex_1_09,38
CREG1,Flex_1_10,43
CREG1,Flex_1_11,33
CREG1,Flex_1_12,37
CREG1,Flex_1_13,26
CREG1,Flex_1_14,31
CREG1,Flex_1_15,29
CREG1,Flex_1_16,35
CREG1,Flex_2_01,37
CREG1,Flex_2_02,39
CREG1,Flex_2_03,39
CREG1,Flex_2_04,35
CREG1,Flex_2_05,26
CREG1,Flex_2_06,37
CREG1,Flex_2_07,44
CREG1,Flex_2_08,44
CREG1,Flex_2_09,39
CREG1,Flex_2_10,39
CREG1,Flex_2_11,32
CREG1,Flex_2_12,24
CREG1,Flex_2_13,41
CREG1,Flex_2_14,29
CREG1,Flex_2_15,32
CREG1,Flex_2_16,25
CREG1,Flex_3_01,41
CREG1,Flex_3_02,39
CREG1,Flex_3_03,50
CREG1,Flex_3_04,37
CREG1,Flex_3_05,35
CREG1,Flex_3_06,31
CREG1,Flex_3_07,39
CREG1,Flex_3_08,38
CREG1,Flex_3_09,34
CREG1,Flex_3_10,37
CREG1,Flex_3_11,35
CREG1,Flex_3_12,35
CREG1,Flex_3_13,38
CREG1,Flex_3_14,46
CREG1,Flex_3_15,33
CREG1,Flex_3_16,44
DAXX,Flex_1_01,31
DAXX,Flex_1_02,32
DAXX,Flex_1_03,36
DAXX,Flex_1_04,30
DAXX,Flex_1_05,27
DAXX,Flex_1_06,24
DAXX,Flex_1_07,30
DAXX,Flex_1_08,25
DAXX,Flex_1_09,28
DAXX,Flex_1_10,29
DAXX,Flex_1_11,17
DAXX,Flex_1_12,19
DAXX,Flex_1_13,20
DAXX,Flex_1_14,30
DAXX,Flex_1_15,29
DAXX,Flex_1_16,29
DAXX,Flex_2_01,27
DAXX,Flex_2_02,38
DAXX,Flex_2_03,25
DAXX,Flex_2_04,29
DAXX,Flex_2_05,24
DAXX,Flex_2_06,22
DAXX,Flex_2_07,29
DAXX,Flex_2_08,17
DAXX,Flex_2_09,34
DAXX,Flex_2_10,33
DAXX,Flex_2_11,26
DAXX,Flex_2_12,28
DAXX,Flex_2_13,25
DAXX,Flex_2_14,26
DAXX,Flex_2_15,34
DAXX,Flex_2_16,16
DAXX,Flex_3_01,24
DAXX,Flex_3_02,29
DAXX,Flex_3_03,26
DAXX,Flex_3_04,32
DAXX,Flex_3_05,32
DAXX,Flex_3_06,35
DAXX,Flex_3_07,28
DAXX,Flex_3_08,30
DAXX,Flex_3_09,29
DAXX,Flex_3_10,33
DAXX,Flex_3_11,29
DAXX,Flex_3_12,23
DAXX,Flex_3_13,32
DAXX,Flex_3_14,24
DAXX,Flex_3_15,26
DAXX,Flex_3_16,31
DHCR24,Flex_1_01,33
DHCR24,Flex_1_02,29
DHCR24,Flex_1_03,13
DHCR24,Flex_1_04,24
DHCR24,Flex_1_05,17
DHCR24,Flex_1_06,30
DHCR24,Flex_1_07,20
DHCR24,Flex_1_08,34
DHCR24,Flex_1_09,20
DHCR24,Flex_1_10,27
DHCR24,Flex_1_11,19
DHCR24,Flex_1_12,24
DHCR24,Flex_1_13,25
DHCR24,Flex_1_14,35
DHCR24,Flex_1_15,21
DHCR24,Flex_1_16,28
DHCR24,Flex_2_01,31
DHCR24,Flex_2_02,29
DHCR24,Flex_2_03,33
DHCR24,Flex_2_04,22
DHCR24,Flex_2_05,36
DHCR24,Flex_2_06,31
DHCR24,Flex_2_07,40
DHCR24,Flex_2_08,34
DHCR24,Flex_2_09,25
DHCR24,Flex_2_10,34
DHCR24,Flex_2_11,18
DHCR24,Flex_2_12,33
DHCR24,Flex_2_13,32
DHCR24,Flex_2_14,33
DHCR24,Flex_2_15,25
DHCR24,Flex_2_16,31
DHCR24,Flex_3_01,43
DHCR24,Flex_3_02,37
DHCR24,Flex_3_03,28
DHCR24,Flex_3_04,31
DHCR24,Flex_3_05,31
DHCR24,Flex_3_06,38
DHCR24,Flex_3_07,28
DHCR24,Flex_3_08,33
DHCR24,Flex_3_09,36
DHCR24,Flex_3_10,36
DHCR24,Flex_3_11,36
DHCR24,Flex_3_12,29
DHCR24,Flex_3_13,25
DHCR24,Flex_3_14,36
DHCR24,Flex_3_15,34
DHCR24,Flex_3_16,33
DHX36,Flex_1_01,30
DHX36,Flex_1_02,44
DHX36,Flex_1_03,32
DHX36,Flex_1_04,28
DHX36,Flex_1_05,27
DHX36,Flex_1_06,34
DHX36,Flex_1_07,20
DHX36,Flex_1_08,27
DHX36,Flex_1_09,28
DHX36,Flex_1_10,22
DHX36,Flex_1_11,29
DHX36,Flex_1_12,29
DHX36,Flex_1_13,30
DHX36,Flex_1_14,28
DHX36,Flex_1_15,21
DHX36,Flex_1_16,26
DHX36,Flex_2_01,25
DHX36,Flex_2_02,30
DHX36,Flex_2_03,24
DHX36,Flex_2_04,24
DHX36,Flex_2_05,25
DHX36,Flex_2_06,25
DHX36,Flex_2_07,22
DHX36,Flex_2_08,18
DHX36,Flex_2_09,29
DHX36,Flex_2_10,22
DHX36,Flex_2_11,36
DHX36,Flex_2_12,23
DHX36,Flex_2_13,38
DHX36,Flex_2_14,26
DHX36,Flex_2_15,25
DHX36,Flex_2_16,30
DHX36,Flex_3_01,27
DHX36,Flex_3_02,38
DHX36,Flex_3_03,29
DHX36,Flex_3_04,25
DHX36,Flex_3_05,29
DHX36,Flex_3_06,29
DHX36,Flex_3_07,34
DHX36,Flex_3_08,29
DHX36,Flex_3_09,31
DHX36,Flex_3_10,38
DHX36,Flex_3_11,31
DHX36,Flex_3_12,34
DHX36,Flex_3_13,26
DHX36,Flex_3_14,29
DHX36,Flex_3_15,36
DHX36,Flex_3_16,50
DLG5,Flex_1_01,16
DLG5,Flex_1_02,24
DLG5,Flex_1_03,11
DLG5,Flex_1_04,13
DLG5,Flex_1_05,16
DLG5,Flex_1_06,6
DLG5,Flex_1_07,17
DLG5,Flex_1_08,15
DLG5,Flex_1_09,13
DLG5,Flex_1_10,16
DLG5,Flex_1_11,21
DLG5,Flex_1_12,16
DLG5,Flex_1_13,24
DLG5,Flex_1_14,12
DLG5,Flex_1_15,20
DLG5,Flex_1_16,19
DLG5,Flex_2_01,23
DLG5,Flex_2_02,26
DLG5,Flex_2_03,17
DLG5,Flex_2_04,16
DLG5,Flex_2_05,23
DLG5,Flex_2_06,24
DLG5,Flex_2_07,18
DLG5,Flex_2_08,17
DLG5,Flex_2_09,25
DLG5,Flex_2_10,16
DLG5,Flex_2_11,20
DLG5,Flex_2_12,19
DLG5,Flex_2_13,22
DLG5,Flex_2_14,15
DLG5,Flex_2_15,20
DLG5,Flex_2_16,18
DLG5,Flex_3_01,20
DLG5,Flex_3_02,20
DLG5,Flex_3_03,28
DLG5,Flex_3_04,19
DLG5,Flex_3_05,15
DLG5,Flex_3_06,17
DLG5,Flex_3_07,21
DLG5,Flex_3_08,18
DLG5,Flex_3_09,16
DLG5,Flex_3_10,14
DLG5,Flex_3_11,16
DLG5,Flex_3_12,14
DLG5,Flex_3_13,21
DLG5,Flex_3_14,13
DLG5,Flex_3_15,18
DLG5,Flex_3_16,16
DNAJA3,Flex_1_01,0
DNAJA3,Flex_1_02,1
DNAJA3,Flex_1_03,2
DNAJA3,Flex_1_04,1
DNAJA3,Flex_1_05,1
DNAJA3,Flex_1_06,3
DNAJA3,Flex_1_07,2
DNAJA3,Flex_1_08,1
DNAJA3,Flex_1_09,0
DNAJA3,Flex_1_10,3
DNAJA3,Flex_1_11,0
DNAJA3,Flex_1_12,1
DNAJA3,Flex_1_13,3
DNAJA3,Flex_1_14,0
DNAJA3,Flex_1_15,1
DNAJA3,Flex_1_16,1
DNAJA3,Flex_2_01,0
DNAJA3,Flex_2_02,3
DNAJA3,Flex_2_03,3
DNAJA3,Flex_2_04,3
DNAJA3,Flex_2_05,2
DNAJA3,Flex_2_06,0
DNAJA3,Flex_2_07,1
DNAJA3,Flex_2_08,0
DNAJA3,Flex_2_09,2
DNAJA3,Flex_2_10,1
DNAJA3,Flex_2_11,2
DNAJA3,Flex_2_12,0
DNAJA3,Flex_2_13,0
DNAJA3,Flex_2_14,0
DNAJA3,Flex_2_15,1
DNAJA3,Flex_2_16,0
DNAJA3,Flex_3_01,1
DNAJA3,Flex_3_02,4
DNAJA3,Flex_3_03,0
DNAJA3,Flex_3_04,1
DNAJA3,Flex_3_05,0
DNAJA3,Flex_3_06,1
DNAJA3,Flex_3_07,1
DNAJA3,Flex_3_08,1
DNAJA3,Flex_3_09,4
DNAJA3,Flex_3_10,1
DNAJA3,Flex_3_11,2
DNAJA3,Flex_3_12,2
DNAJA3,Flex_3_13,3
DNAJA3,Flex_3_14,1
DNAJA3,Flex_3_15,4
DNAJA3,Flex_3_16,1
DNMT1,Flex_1_01,28
DNMT1,Flex_1_02,17
DNMT1,Flex_1_03,19
DNMT1,Flex_1_04,17
DNMT1,Flex_1_05,20
DNMT1,Flex_1_06,22
DNMT1,Flex_1_07,14
DNMT1,Flex_1_08,16
DNMT1,Flex_1_09,8
DNMT1,Flex_1_10,17
DNMT1,Flex_1_11,18
DNMT1,Flex_1_12,17
DNMT1,Flex_1_13,20
DNMT1,Flex_1_14,21
DNMT1,Flex_1_15,20
DNMT1,Flex_1_16,16
DNMT1,Flex_2_01,16
DNMT1,Flex_2_02,20
DNMT1,Flex_2_03,29
DNMT1,Flex_2_04,16
DNMT1,Flex_2_05,18
DNMT1,Flex_2_06,20
DNMT1,Flex_2_07,14
DNMT1,Flex_2_08,18
DNMT1,Flex_2_09,12
DNMT1,Flex_2_10,14
DNMT1,Flex_2_11,15
DNMT1,Flex_2_12,13
DNMT1,Flex_2_13,22
DNMT1,Flex_2_14,16
DNMT1,Flex_2_15,22
DNMT1,Flex_2_16,17
DNMT1,Flex_3_01,15
DNMT1,Flex_3_02,19
DNMT1,Flex_3_03,27
DNMT1,Flex_3_04,19
DNMT1,Flex_3_05,21
DNMT1,Flex_3_06,21
DNMT1,Flex_3_07,15
DNMT1,Flex_3_08,19
DNMT1,Flex_3_09,24
DNMT1,Flex_3_10,23
DNMT1,Flex_3_11,18
DNMT1,Flex_3_12,21
DNMT1,Flex_3_13,17
DNMT1,Flex_3_14,26
DNMT1,Flex_3_15,24
DNMT1,Flex_3_16,12
DZIP3,Flex_1_01,17
DZIP3,Flex_1_02,10
DZIP3,Flex_1_03,9
DZIP3,Flex_1_04,9
DZIP3,Flex_1_05,8
DZIP3,Flex_1_06,5
DZIP3,Flex_1_07,14
DZIP3,Flex_1_08,3
DZIP3,Flex_1_09,6
DZIP3,Flex_1_10,7
DZIP3,Flex_1_11,12
DZIP3,Flex_1_12,11
DZIP3,Flex_1_13,14
DZIP3,Flex_1_14,9
DZIP3,Flex_1_15,4
DZIP3,Flex_1_16,4
DZIP3,Flex_2_01,14
DZIP3,Flex_2_02,11
DZIP3,Flex_2_03,7
DZIP3,Flex_2_04,11
DZIP3,Flex_2_05,12
DZIP3,Flex_2_06,8
DZIP3,Flex_2_07,10
DZIP3,Flex_2_08,7
DZIP3,Flex_2_09,9
DZIP3,Flex_2_10,9
DZIP3,Flex_2_11,10
DZIP3,Flex_2_12,14
DZIP3,Flex_2_13,8
DZIP3,Flex_2_14,5
DZIP3,Flex_2_15,9
DZIP3,Flex_2_16,9
DZIP3,Flex_3_01,4
DZIP3,Flex_3_02,8
DZIP3,Flex_3_03,11
DZIP3,Flex_3_04,8
DZIP3,Flex_3_05,4
DZIP3,Flex_3_06,10
DZIP3,Flex_3_07,15
DZIP3,Flex_3_08,12
DZIP3,Flex_3_09,15
DZIP3,Flex_3_10,9
DZIP3,Flex_3_11,10
DZIP3,Flex_3_12,4
DZIP3,Flex_3_13,13
DZIP3,Flex_3_14,9
DZIP3,Flex_3_15,9
DZIP3,Flex_3_16,11
EID2,Flex_1_01,23
EID2,Flex_1_02,21
EID2,Flex_1_03,25
EID2,Flex_1_04,20
EID2,Flex_1_05,10
EID2,Flex_1_06,19
EID2,Flex_1_07,25
EID2,Flex_1_08,23
EID2,Flex_1_09,23
EID2,Flex_1_10,33
EID2,Flex_1_11,28
EID2,Flex_1_12,23
EID2,Flex_1_13,24
EID2,Flex_1_14,19
EID2,Flex_1_15,17
EID2,Flex_1_16,21
EID2,Flex_2_01,19
EID2,Flex_2_02,27
EID2,Flex_2_03,25
EID2,Flex_2_04,33
EID2,Flex_2_05,19
EID2,Flex_2_06,21
EID2,Flex_2_07,17
EID2,Flex_2_08,21
EID2,Flex_2_09,19
EID2,Flex_2_10,30
EID2,Flex_2_11,26
EID2,Flex_2_12,30
EID2,Flex_2_13,34
EID2,Flex_2_14,25
EID2,Flex_2_15,20
EID2,Flex_2_16,23
EID2,Flex_3_01,26
EID2,Flex_3_02,26
EID2,Flex_3_03,27
EID2,Flex_3_04,22
EID2,Flex_3_05,30
EID2,Flex_3_06,29
EID2,Flex_3_07,25
EID2,Flex_3_08,32
EID2,Flex_3_09,28
EID2,Flex_3_10,30
EID2,Flex_3_11,25
EID2,Flex_3_12,18
EID2,Flex_3_13,26
EID2,Flex_3_14,28
EID2,Flex_3_15,28
EID2,Flex_3_16,24
EIF4B,Flex_1_01,30
EIF4B,Flex_1_02,40
EIF4B,Flex_1_03,27
EIF4B,Flex_1_04,42
EIF4B,Flex_1_05,31
EIF4B,Flex_1_06,34
EIF4B,Flex_1_07,34
EIF4B,Flex_1_08,27
EIF4B,Flex_1_09,25
EIF4B,Flex_1_10,31
EIF4B,Flex_1_11,27
EIF4B,Flex_1_12,30
EIF4B,Flex_1_13,43
EIF4B,Flex_1_14,30
EIF4B,Flex_1_15,28
EIF4B,Flex_1_16,36
EIF4B,Flex_2_01,32
EIF4B,Flex_2_02,22
EIF4B,Flex_2_03,25
EIF4B,Flex_2_04,27
EIF4B,Flex_2_05,35
EIF4B,Flex_2_06,29
EIF4B,Flex_2_07,41
EIF4B,Flex_2_08,25
EIF4B,Flex_2_09,35
EIF4B,Flex_2_10,33
EIF4B,Flex_2_11,38
EIF4B,Flex_2_12,31
EIF4B,Flex_2_13,33
EIF4B,Flex_2_14,38
EIF4B,Flex_2_15,28
EIF4B,Flex_2_16,35
EIF4B,Flex_3_01,24
EIF4B,Flex_3_02,33
EIF4B,Flex_3_03,32
EIF4B,Flex_3_04,41
EIF4B,Flex_3_05,42
EIF4B,Flex_3_06,30
EIF4B,Flex_3_07,34
EIF4B,Flex_3_08,34
EIF4B,Flex_3_09,37
EIF4B,Flex_3_10,34
EIF4B,Flex_3_11,39
EIF4B,Flex_3_12,35
EIF4B,Flex_3_13,34
EIF4B,Flex_3_14,36
EIF4B,Flex_3_15,28
EIF4B,Flex_3_16,50
EPB41L2,Flex_1_01,5
EPB41L2,Flex_1_02,4
EPB41L2,Flex_1_03,5
EPB41L2,Flex_1_04,9
EPB41L2,Flex_1_05,3
EPB41L2,Flex_1_06,2
EPB41L2,Flex_1_07,7
EPB41L2,Flex_1_08,3
EPB41L2,Flex_1_09,1
EPB41L2,Flex_1_10,1
EPB41L2,Flex_1_11,2
EPB41L2,Flex_1_12,6
EPB41L2,Flex_1_13,6
EPB41L2,Flex_1_14,4
EPB41L2,Flex_1_15,4
EPB41L2,Flex_1_16,6
EPB41L2,Flex_2_01,2
EPB41L2,Flex_2_02,5
EPB41L2,Flex_2_03,5
EPB41L2,Flex_2_04,1
EPB41L2,Flex_2_05,5
EPB41L2,Flex_2_06,8
EPB41L2,Flex_2_07,3
EPB41L2,Flex_2_08,3
EPB41L2,Flex_2_09,3
EPB41L2,Flex_2_10,1
EPB41L2,Flex_2_11,4
EPB41L2,Flex_2_12,8
EPB41L2,Flex_2_13,7
EPB41L2,Flex_2_14,5
EPB41L2,Flex_2_15,5
EPB41L2,Flex_2_16,8
EPB41L2,Flex_3_01,2
EPB41L2,Flex_3_02,4
EPB41L2,Flex_3_03,6
EPB41L2,Flex_3_04,4
EPB41L2,Flex_3_05,4
EPB41L2,Flex_3_06,1
EPB41L2,Flex_3_07,6
EPB41L2,Flex_3_08,10
EPB41L2,Flex_3_09,6
EPB41L2,Flex_3_10,3
EPB41L2,Flex_3_11,7
EPB41L2,Flex_3_12,3
EPB41L2,Flex_3_13,2
EPB41L2,Flex_3_14,5
EPB41L2,Flex_3_15,10
EPB41L2,Flex_3_16,5
EPHB4,Flex_1_01,3
EPHB4,Flex_1_02,8
EPHB4,Flex_1_03,7
EPHB4,Flex_1_04,4
EPHB4,Flex_1_05,3
EPHB4,Flex_1_06,3
EPHB4,Flex_1_07,4
EPHB4,Flex_1_08,5
EPHB4,Flex_1_09,2
EPHB4,Flex_1_10,1
EPHB4,Flex_1_11,6
EPHB4,Flex_1_12,5
EPHB4,Flex_1_13,7
EPHB4,Flex_1_14,6
EPHB4,Flex_1_15,6
EPHB4,Flex_1_16,5
EPHB4,Flex_2_01,9
EPHB4,Flex_2_02,4
EPHB4,Flex_2_03,6
EPHB4,Flex_2_04,4
EPHB4,Flex_2_05,2
EPHB4,Flex_2_06,5
EPHB4,Flex_2_07,9
EPHB4,Flex_2_08,5
EPHB4,Flex_2_09,4
EPHB4,Flex_2_10,3
EPHB4,Flex_2_11,4
EPHB4,Flex_2_12,3
EPHB4,Flex_2_13,7
EPHB4,Flex_2_14,4
EPHB4,Flex_2_15,3
EPHB4,Flex_2_16,3
EPHB4,Flex_3_01,9
EPHB4,Flex_3_02,5
EPHB4,Flex_3_03,6
EPHB4,Flex_3_04,8
EPHB4,Flex_3_05,6
EPHB4,Flex_3_06,5
EPHB4,Flex_3_07,7
EPHB4,Flex_3_08,3
EPHB4,Flex_3_09,5
EPHB4,Flex_3_10,7
EPHB4,Flex_3_11,2
EPHB4,Flex_3_12,5
EPHB4,Flex_3_13,8
EPHB4,Flex_3_14,4
EPHB4,Flex_3_15,3
EPHB4,Flex_3_16,8
ETV4,Flex_1_01,4
ETV4,Flex_1_02,3
ETV4,Flex_1_03,4
ETV4,Flex_1_04,8
ETV4,Flex_1_05,10
ETV4,Flex_1_06,7
ETV4,Flex_1_07,5
ETV4,Flex_1_08,1
ETV4,Flex_1_09,2
ETV4,Flex_1_10,5
ETV4,Flex_1_11,5
ETV4,Flex_1_12,5
ETV4,Flex_1_13,1
ETV4,Flex_1_14,13
ETV4,Flex_1_15,5
ETV4,Flex_1_16,4
ETV4,Flex_2_01,9
ETV4,Flex_2_02,5
ETV4,Flex_2_03,4
ETV4,Flex_2_04,3
ETV4,Flex_2_05,9
ETV4,Flex_2_06,6
ETV4,Flex_2_07,7
ETV4,Flex_2_08,2
ETV4,Flex_2_09,4
ETV4,Flex_2_10,5
ETV4,Flex_2_11,3
ETV4,Flex_2_12,5
ETV4,Flex_2_13,13
ETV4,Flex_2_14,7
ETV4,Flex_2_15,6
ETV4,Flex_2_16,4
ETV4,Flex_3_01,3
ETV4,Flex_3_02,4
ETV4,Flex_3_03,2
ETV4,Flex_3_04,9
ETV4,Flex_3_05,5
ETV4,Flex_3_06,8
ETV4,Flex_3_07,5
ETV4,Flex_3_08,2
ETV4,Flex_3_09,6
ETV4,Flex_3_10,7
ETV4,Flex_3_11,10
ETV4,Flex_3_12,5
ETV4,Flex_3_13,6
ETV4,Flex_3_14,8
ETV4,Flex_3_15,4
ETV4,Flex_3_16,5
EWSR1,Flex_1_01,6
EWSR1,Flex_1_02,15
EWSR1,Flex_1_03,5
EWSR1,Flex_1_04,2
EWSR1,Flex_1_05,13
EWSR1,Flex_1_06,10
EWSR1,Flex_1_07,12
EWSR1,Flex_1_08,11
EWSR1,Flex_1_09,11
EWSR1,Flex_1_10,15
EWSR1,Flex_1_11,9
EWSR1,Flex_1_12,9
EWSR1,Flex_1_13,14
EWSR1,Flex_1_14,9
EWSR1,Flex_1_15,13
EWSR1,Flex_1_16,9
EWSR1,Flex_2_01,12
EWSR1,Flex_2_02,5
EWSR1,Flex_2_03,11
EWSR1,Flex_2_04,11
EWSR1,Flex_2_05,8
EWSR1,Flex_2_06,8
EWSR1,Flex_2_07,17
EWSR1,Flex_2_08,7
EWSR1,Flex_2_09,8
EWSR1,Flex_2_10,7
EWSR1,Flex_2_11,15
EWSR1,Flex_2_12,12
EWSR1,Flex_2_13,13
EWSR1,Flex_2_14,12
EWSR1,Flex_2_15,9
EWSR1,Flex_2_16,7
EWSR1,Flex_3_01,13
EWSR1,Flex_3_02,7
EWSR1,Flex_3_03,12
EWSR1,Flex_3_04,14
EWSR1,Flex_3_05,12
EWSR1,Flex_3_06,12
EWSR1,Flex_3_07,9
EWSR1,Flex_3_08,9
EWSR1,Flex_3_09,12
EWSR1,Flex_3_10,14
EWSR1,Flex_3_11,17
EWSR1,Flex_3_12,14
EWSR1,Flex_3_13,20
EWSR1,Flex_3_14,19
EWSR1,Flex_3_15,13
EWSR1,Flex_3_16,16
FDPS,Flex_1_01,4
FDPS,Flex_1_02,1
FDPS,Flex_1_03,2
FDPS,Flex_1_04,2
FDPS,Flex_1_05,2
FDPS,Flex_1_06,2
FDPS,Flex_1_07,2
FDPS,Flex_1_08,3
FDPS,Flex_1_09,4
FDPS,Flex_1_10,4
FDPS,Flex_1_11,6
FDPS,Flex_1_12,1
FDPS,Flex_1_13,1
FDPS,Flex_1_14,0
FDPS,Flex_1_15,1
FDPS,Flex_1_16,0
FDPS,Flex_2_01,2
FDPS,Flex_2_02,3
FDPS,Flex_2_03,3
FDPS,Flex_2_04,5
FDPS,Flex_2_05,4
FDPS,Flex_2_06,3
FDPS,Flex_2_07,3
FDPS,Flex_2_08,3
FDPS,Flex_2_09,5
FDPS,Flex_2_10,2
FDPS,Flex_2_11,3
FDPS,Flex_2_12,3
FDPS,Flex_2_13,3
FDPS,Flex_2_14,6
FDPS,Flex_2_15,7
FDPS,Flex_2_16,2
FDPS,Flex_3_01,4
FDPS,Flex_3_02,6
FDPS,Flex_3_03,6
FDPS,Flex_3_04,3
FDPS,Flex_3_05,6
FDPS,Flex_3_06,4
FDPS,Flex_3_07,4
FDPS,Flex_3_08,5
